title,description,url,published_date,publisher,keyword,bank,sector,text_for_sentiment,sentiment_compound,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label,source,collected_at
"Kotak Mahindra Bank Block Deal: Shareholder to sell ₹2,066 crore stake at ₹1,955 floor price - CNBC TV18","Kotak Mahindra Bank Block Deal: Shareholder to sell ₹2,066 crore stake at ₹1,955 floor price  CNBC TV18",https://news.google.com/rss/articles/CBMi7gFBVV95cUxOaTNveTJRaVJjbElWUl9ERTU4VEk3TWZsTW16ZHIyblRmSjBfbmZyVEwwb0pBdkhHcnRtQkNYaThRem9YUmV2WlB5RDd0RFF3Y25HbklVcGY0R0tGYVBIRURTeDF5X19WbFZJSTJhZzhOWE51c2VuWkpTMHZVQzBYVTJYVENaUGZLcTM4c3pxa0dhNXBEcWlMNUlCNVpKVjhkTV9mOFNBMEtURUZUVXpGWUwtX0lJTXlpWElHTVYyaGhwVXZ2bEVSaElhTUwyUWRvaks2TmhsaTZyQ2ltVlEtYi1XM2NxTFlQb3VzUmtB0gHzAUFVX3lxTE80LXZEZDc0STBFTm1ENnQxeEVEbmNMbGl2aHJ4OHVSUkRWdmoxenoydHNvcE9qUEV4eVJoYXRPV2QwbGp1dUtVZ3hmeTRST0RmdWVJQlNINTltRmZoc1V5bVRxelVwbEJoUzBrSTVGUVV3aGhETEtndk1Cb3ZIYW5pd1VhaHM1cjhZYVRHaUVGenRvSGVxT3lHN3g5OWlucXk0bkxtaWFTX3ZCbVZMRWtfOGd3T2NHdmJUdHZmbmxnNFQ1b1N0Z3pkMjdBVmpJQzJwWUdDSDlTeTNJU0ktWlJnanhPN1dEQmYyV1gta3ZBTDd2Yw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Wed, 06 Aug 2025 07:00:00 GMT",CNBC TV18,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Block Deal: Shareholder to sell ₹2,066 crore stake at ₹1,955 floor price - CNBC TV18 Kotak Mahindra Bank Block Deal: Shareholder to sell ₹2,066 crore stake at ₹1,955 floor price  CNBC TV18",-0.7003,0.0,0.851,0.149,negative,GNews,2025-12-09 13:45:54
IEPFA Signs MoU with Kotak Mahindra Bank to Enhance Investor Education through Digital outreach - pib.gov.in,IEPFA Signs MoU with Kotak Mahindra Bank to Enhance Investor Education through Digital outreach  pib.gov.in,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1JY0c0T3ZxeHkzemR2RDBHb1R1anpFNXBoRkpITmRLMmlqM2VnX3hheXd4MTBuc0E0N1JjUWZHRFlOaHBJTHFfdV9UWG1MTlVqd3ZUaGhwOWVjRmxYTVFaMXl6NTlUQ2l3?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 28 Apr 2025 07:00:00 GMT",pib.gov.in,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,IEPFA Signs MoU with Kotak Mahindra Bank to Enhance Investor Education through Digital outreach - pib.gov.in IEPFA Signs MoU with Kotak Mahindra Bank to Enhance Investor Education through Digital outreach  pib.gov.in,0.4939,0.127,0.873,0.0,positive,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank introduces premium service for affluent customers - The Hindu,Kotak Mahindra Bank introduces premium service for affluent customers  The Hindu,https://news.google.com/rss/articles/CBMizAFBVV95cUxQS0xoLTB3Q1VDemNvZkpGbmx1TEhIS0JDdFo1TFBGTzZqcTZEeUFtWUNpVWo5NTZhWnlhSFdJakVXaGZEQTBqeG9FYy1vZXpsSTQ0VldYbkVQQ1FuOWlieTBjZjd0aW9RWmxhU2psNDB5VFZ4YzBYV0Fva0ZHRjhvYzhyZ1VJUHFPbi13WkU5bUNpNkU2djJ6WGZla3Jlc0RaaEFLaGVUYkhyblVnZVVJaW8tLVJ3NlpUaXFMOEdZamc5eTlpUmU4bkZTam3SAdMBQVVfeXFMTWJvSFpVRWM0YmhjamY3Y0FTVnVTamdFSndUNG56QmxQdFRNS1VpczFqODg2N0RWZ0t4VHNzb2JuMXFscUNkWTVsVWk0TDZHMnFUOWVma3Joei1JVGZQV0VZenRHNEFRczJKc21kSEdkcUZsRmpDTFVTeVQ4aGc1VzNhSXB1U1NoTHpHejJrdkh1dmd1a2FtZUJfTFh4TjJ3emsxbG5aSWtKTjY1Y3NmLTg1OWx4U3BnVlhKVkdUVkZvZzl0YVhGMko4dW5TTGkxWGl4aw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Wed, 23 Jul 2025 07:00:00 GMT",The Hindu,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank introduces premium service for affluent customers - The Hindu Kotak Mahindra Bank introduces premium service for affluent customers  The Hindu,0.0,0.0,1.0,0.0,neutral,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Q1 net profit falls 7% to ₹3,282 crore - The Hindu","Kotak Mahindra Bank Q1 net profit falls 7% to ₹3,282 crore  The Hindu",https://news.google.com/rss/articles/CBMirgFBVV95cUxPT0h0eVBuMkUya09tY0daanJfZUhfYXRybWFOTXFoTzlaMGNncEJscGRQT1NRU2w0cGQtTExIblQ1Wk1iQnRxekEzSDVzbmdvQXBqVE1uaDM1NGY4VGtyU29RQlFjdEhRcHJlS09ILXNZdTJkSTN4M0dsaHk5NnUyYmsycVJUVEN3SWVmNXU5X0lBWlJjNVlQcG1mekJya3pZZmJaU0NUU01ZSERGcVHSAbQBQVVfeXFMTjN3SHplMUM4dlA0SldoOGhsaUo5elNZLXd4TnlabkdnRkF2ZkZ2M3BBUVpucWRCdy11OGVIXzNDcDVZVGFORVRlLVJVMEhXS1RpcWVyOUM4TVM1TXhaM1ltU0ZkUHN0dHpCSGg1ZFBic1lWYkFZZkFNT1M0bmpCNnlYS0dBY3Fxa2QzdzZlZVNjYXY1cnd0aGVaMzZYdnc0RjMteEpWeC1SWjRBM0hUV3E1N3k3?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 26 Jul 2025 07:00:00 GMT",The Hindu,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Q1 net profit falls 7% to ₹3,282 crore - The Hindu Kotak Mahindra Bank Q1 net profit falls 7% to ₹3,282 crore  The Hindu",0.7003,0.188,0.812,0.0,positive,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank share price dips 6% post weaker-than-expected Q1 results: Buy or sell? - livemint.com,Kotak Mahindra Bank share price dips 6% post weaker-than-expected Q1 results: Buy or sell?  livemint.com,https://news.google.com/rss/articles/CBMi7gFBVV95cUxOQjdzUWtTa2lrU195Z3YyU1FWUXlpVGNqSHZBWGJUYmJ4NHJ3aGprajBBZzVhLXdUOHFEamtmN1l0bTEyM2VDbXdOYnR3djY5RWtYSzhHQUVxdTJfSV9lLXZ3dGF4NmhybTV1YzNHWjFkZm1fX3NXd3BDUkpWVWhIdVBXTEd1YzVNeDNtaWhEdWVRbk1ha2U0dEVMVkRjX2d0NzZxRUNiY3NtMkZPR2JIRkRZQlhBSDNoVHV1RDdzbU1oaVRxODdkbmNHd2daSThJYWZoQXZKWU5pejFkT2dDTkN3X0RiNlhIckVSeU1R0gHzAUFVX3lxTE1zV0tMeVk1VWNHdjFVOGtGWlZnaEh5Z2Nyekp0dVRLaDdaQy1ES2IweGszY0k3V1lNTk9QajJjYkdIa0ppbG5GeEdRaWl4emtETjN0TTg2SS02NGdUMGJxVHdLSnBYeVplbURiZktXT2RRYm5EdzNpbEVYTjJVUGdPeHgtbW9NZjQ4XzRwT1RIcHpsb1ZzTGljVTN4N2NoUjVSQzNnQWlRMDV1emNKbno5NFNHcHhRY1BQXzBNX19GQlB3TjladXg2MGRwX3UxZjI0ajY1bzF1QmZwWlBDcno0VWc1UW1IR05sZVFkaWR0VDB2QQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 28 Jul 2025 07:00:00 GMT",livemint.com,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank share price dips 6% post weaker-than-expected Q1 results: Buy or sell? - livemint.com Kotak Mahindra Bank share price dips 6% post weaker-than-expected Q1 results: Buy or sell?  livemint.com,0.5803,0.141,0.859,0.0,positive,GNews,2025-12-09 13:45:54
Explained: Why Kotak Mahindra Bank share price fell over 6% today - India Today,Explained: Why Kotak Mahindra Bank share price fell over 6% today  India Today,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQQVlzWG41aVoxcnpVc1Q5VjRMWWs0eXZSQTVHUk5iS01pWUplNHZIUHlNQkU5dkNYUW1hNkdib0NPbFV0WTRYOGR2c25LRXlwQzVWWkp2VXRJN2VobjN5ZEJCNVpWbmlkLUc4UFpvOG9wQjdldGNhck1Dd2hONTJMQUFpdGY4TllyOHc0VEFpaUdkR0Nnc0QzQ3dGVk0wV1BKaTA3eDd1OXlybG5zUTRKMDJ2UWNTdURxcU1jX1N6UzBHSW1LamNSb2ZQREYxWTRwbTg4atIB2gFBVV95cUxNTWVXZ3VjVGJETG1vV3Z3TVFpdnBBdzV6QllfZDJtQS1qa0pLWEZKMHRmdjJvU3JZSDRCTkpkdmhXVkR2akRVU2tUMnMtcDFYSEUzSC1QMFRNYjJSaDRDdXQ2dHJydHVxN1dZd1U1SUJDanAwNW1rZThvMDRtdXFlakNrTEJtNWRvU3FMdmthR1ZZNV9TLVl2UWFjY1NON0RycEdoYWItcVdMSUE2dXpZazB6QXZOclB0bUpld3RVSlRKVGdwU1l2ckRRN3cwREdLWHh5WmItdDBtdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 28 Jul 2025 07:00:00 GMT",India Today,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Explained: Why Kotak Mahindra Bank share price fell over 6% today - India Today Explained: Why Kotak Mahindra Bank share price fell over 6% today  India Today,0.5267,0.15,0.85,0.0,positive,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Q1 Results: Net profit drops 7% to ₹3,282 crore. Check details - livemint.com","Kotak Mahindra Bank Q1 Results: Net profit drops 7% to ₹3,282 crore. Check details  livemint.com",https://news.google.com/rss/articles/CBMi7AFBVV95cUxNUkFtb1VHcV92d1NKR0FhaG5ON1YtMGthZHlHMTdiUE04UzV3a3VGUFQ5ZzZiT294eklTa0RIT2ZUbHdKUVUtc0xWeXVGYVlIelBaT1hfTExPMnJjTlk0S3pmRHlJUjJiTTNZcmhFc2JoUmc3UXNjd19CN2RGanVTOTdvR24zNUpHRzBPTlRtVWJ3UkpiWmJ5NFF2LUNXREUtUTVWNEFKbE41RTZBeTVaUGpBWUppNVVkTU5lb25qTzJ6bWVQbVZTUWkxTG9FcXlJN3pRcjVrRjFqRDhpSjlzYmx0SDRLajNNTkxKTdIB8gFBVV95cUxNb28tMGhhd3VlZ3c2bEpCTjVyMENBTlIzZFpjQWZpMW1zQ3ZkODIwM0RMcG8xYk1oTncwUjFnZjN2eHVfRVJOTmhOa2NuTU5iZmRVdkJ3dzRLamg1ZjJPSTdTNzNuOXBaZEotQjZDd0dINWQxSDVMdmJZbm01NGhhV3FaZ3EtN3JzaTJmbEZrZGlFWWdRWTNodVk3S2FrU2U3endYRzlwZlhWNDc1dDZxRWpiaWgzS08wNWhxUmo4S3QwZnl4YzVRSWdvcXExTFl2VkdUV0pxZ3d1bWpXTHV2ZXdNTzYwM0RPSjhKTTBCSWk3UQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 26 Jul 2025 07:00:00 GMT",livemint.com,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Q1 Results: Net profit drops 7% to ₹3,282 crore. Check details - livemint.com Kotak Mahindra Bank Q1 Results: Net profit drops 7% to ₹3,282 crore. Check details  livemint.com",0.7003,0.167,0.833,0.0,positive,GNews,2025-12-09 13:45:54
"Markets fall in initial trade dragged by Kotak Bank, trade deal uncertainty - The Hindu","Markets fall in initial trade dragged by Kotak Bank, trade deal uncertainty  The Hindu",https://news.google.com/rss/articles/CBMi0gFBVV95cUxORWdlUGNBTk96YmdWV29IblRYd0lvSzdzQWFWX2JVeHZEaDM2cVNfQW9rcFJ2em9qOV9BYTlRVnJRaHY4VkphWjFUNmxpaXZ2bGZwVlRtM3BYZmYzek9EckN3bkREeUxCT0RVc0s1QjhFS0VKVkZuUjgteldZR0tMNmdvZGd5Ni1rNjdTTkV1OERMT1U4Y0ZxSlJINEtvRGlVQVRhdTRGWUJGX3JISXZGcWRoOEh3X2ZHSFJFcHdWRF9oMkktLVBRRkRPX3I0NEc2c0HSAdgBQVVfeXFMTkdLdmxEQ05IaHgwbWZTc3FzNFludmFueVpwMHNuaHo1a25VOFZKbXdiSnh0NUwyNW90YlRqa2ZvcUFMeG1ma0xjNnZwamhXNy15UTVPc19aV0YtTjNLcTk3TWJIUTNZT3RuWHprQjNVOUxWckdBWVlKWFFPSzRuT3B3OEF0WVo1dmlncmFwd0VKUDluRnM3WGlnQnpXU3RKNUN1M2pJWndxSlZvR2lnRkdTMWRFNFhRNnhKaTJuRnVSOFJmYVZPVy1TbHVfWmRkQ3J1VUVZd1NH?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 28 Jul 2025 07:00:00 GMT",The Hindu,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Markets fall in initial trade dragged by Kotak Bank, trade deal uncertainty - The Hindu Markets fall in initial trade dragged by Kotak Bank, trade deal uncertainty  The Hindu",-0.6369,0.0,0.776,0.224,negative,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Q1 Results: Net Profit Drops 47% As Declining Asset Quality Weighs, Misses Estimates - NDTV Profit","Kotak Mahindra Bank Q1 Results: Net Profit Drops 47% As Declining Asset Quality Weighs, Misses Estimates  NDTV Profit",https://news.google.com/rss/articles/CBMiygFBVV95cUxPY01RQ1RkNXF5SldSSk5MYW9yY21nSW81ejJMbkM3Q0NPUFZ5d1FITTdmM2FNU0tLcEg4Sm84UG5ObG5wN3BRSHpUR1lZUFR2bmxjUkxCX29Jb2tkM3RxZ2kwbVpRREYxZUpzOHZ6QnhCWEJEMUF4WnNwY3BsNW9vMEhvS1RQMDVDNUhFTEYtX294d1UtNGZ5TzlCNWlNZjJqTkRaWmJOMlNQSl9ZbWhqVE5pSm13V25PQk5vSzdhT2JOYlhsVXRXTHpB0gHPAUFVX3lxTE55ajhyS2Noc1BsRTFyRGpPZWlQbi13MXExWVF6a1J1ZksydzhUOWRWa0c0OWlfTkdUZV9PZ2pwdnFNX3hjdUI1eVYtNy0teTFSRFZ3YUVnaGEzckxNemF2akVlUHlJY1ZCWVNXVE9ueWx4Z3BRVU5sUEdzT2FwTWJlT2F2LWpCcG5WRzk0RUhYWlRuVlVFT1BuRnJhSlJmQkxvcGM3aEVUY01YbDJ3NEdWT3lBcm1DbHhCMHB2UTd2TFhELVRBTUtVTm1zX2ZLYw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 26 Jul 2025 07:00:00 GMT",NDTV Profit,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Q1 Results: Net Profit Drops 47% As Declining Asset Quality Weighs, Misses Estimates - NDTV Profit Kotak Mahindra Bank Q1 Results: Net Profit Drops 47% As Declining Asset Quality Weighs, Misses Estimates  NDTV Profit",0.9153,0.336,0.587,0.077,positive,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank bets big on 'underserved' affluent segment - The Economic Times,Kotak Mahindra Bank bets big on 'underserved' affluent segment  The Economic Times,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNV2hCT2pfN3RqQVYwOXVOUElCS0c0TnRYQ2hYZDNxMkZsUm5mQnlIMnFSUmxHM05HNTIxWU5naUtJSjQteFRqRzF2SHRtZU1zUXZYcVlMQmkzZGlhbWo5TzR6NlVBeWtoMncwRTFOcHhPd3R3TjBSbU9mQVdXbWFTRi1jM2lrb0RDQXgwSU1HZTRtc3hlWmNPTWVRSTNDcGNiSnNmam1WQjdCc1M3VHd0dkNLRlFTbzJSclpPZF9MNm14VGlkVW1Da1N0UXVMMnhmeTg0Wm5hYkFqeEVXVzJNZtIB5gFBVV95cUxOcUFzRjZjcjR2azgyWXlYUUdyV3JzRnhkWUJtX1BJTENJcGFQcmktSEpxZk9pSVJibmRPQUdLbExZMVRFczFSUEdaLUE2TE1Icm8tNEpEZE5xeHJSaGNmV0RpSm80VUhiRDVuTk9JM0diT1NyRzMwOUNQa3BWbzdvN2hRemlhX2x3VjZTc2oyRDVMOUtDR2UyN1VqLWtUSk5KZUIya0hvTTd1QXV4SzNUalFkcnFkWjhscnpfbGV2c09MYVB0empod0VuVjBMdTVTT195MFNrQk95VWk5enpIMktBU05jQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Wed, 23 Jul 2025 07:00:00 GMT",The Economic Times,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank bets big on 'underserved' affluent segment - The Economic Times Kotak Mahindra Bank bets big on 'underserved' affluent segment  The Economic Times,0.0,0.0,1.0,0.0,neutral,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Sees 18.68% Surge in Open Interest, Reaching 152,947 Contracts - Markets Mojo","Kotak Mahindra Bank Sees 18.68% Surge in Open Interest, Reaching 152,947 Contracts  Markets Mojo",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQWXZIMFdrWUNSQlhuOVdJOExfSmlrQzc3SVI4M3lsNE8xYzJpOUQyZ1hVdmw3WlNDcDhBeTBjNGpISkRqNHFqQTBqb0dOeWJoZWRxMXFkSWhMODl6Zkdhdzh1anVuUnZJaHNfa0lBMkxxcHExSjVtcWl1aWhMS2RiM29acUJiR1JfZk1lc2RMWVpEX254cFdiU2M4bTdTNERrRUNqR0xiYk5IR2lVUTJUWWlBVmJuYUhSNzA1RWcyTVFEMWtpb3gtWnhORGg5WU9yR0E?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Thu, 23 Oct 2025 09:59:59 GMT",Markets Mojo,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Sees 18.68% Surge in Open Interest, Reaching 152,947 Contracts - Markets Mojo Kotak Mahindra Bank Sees 18.68% Surge in Open Interest, Reaching 152,947 Contracts  Markets Mojo",0.8225,0.277,0.723,0.0,positive,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank consolidated adj net profit up 1% at ₹4,472 crore in Q1 - Business Standard","Kotak Mahindra Bank consolidated adj net profit up 1% at ₹4,472 crore in Q1  Business Standard",https://news.google.com/rss/articles/CBMiugFBVV95cUxPZjl6MG1BWTB1YUt5LWx0Z2pGdDBUUHBIMFVDYXZFU0NON2F2a2N0Zl90amdRN3BQTkdyRDZFaDlfSVJuNXFPdXprWjM5SUIzdFNsR2JJb0hZMG11RGNBcS15X19JSjlPQWROcWU3UEI4Q25NREIxdmVzZXJXZm1qZ2NjR3doYm5SMzItbFg5UDQxX003eENDYnM4R2stbnRnXzJtMncwdXVvaEVtVDM5ZHZ2MWN1a3lmY1HSAb8BQVVfeXFMTXVfUkJGSTJUTzY0MGMtQnk5WHJ6dS0xWGNjcjVhSG9paGQ1RU54Z1FBRUNUbkRyQnlXcG9WRFd6NUxPcVRKdXhBRFBDd21RbDU0WnFGN09XTUFOa1hYcTUtVUM3VjRjdDFKeFRQbW5rUjNnaURvYnRaZFZmYVVPUmYwc1dsRkRmUm5ubU1Ed0pqaFpkdTRaUnhTOVhDWUo5YTJvVWRfajQtZ2p3ekJNWC1KTlNXRVg0SG8xVDlvNjA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 26 Jul 2025 07:00:00 GMT",Business Standard,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank consolidated adj net profit up 1% at ₹4,472 crore in Q1 - Business Standard Kotak Mahindra Bank consolidated adj net profit up 1% at ₹4,472 crore in Q1  Business Standard",0.7003,0.158,0.842,0.0,positive,GNews,2025-12-09 13:45:54
Kotak Bank Targets India’s Fast-Growing Affluent Customer Pool - Bloomberg.com,Kotak Bank Targets India’s Fast-Growing Affluent Customer Pool  Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPOS1hWHluaExvNlVOTzU2UmM3QlBvVi1HN1k2dS1RWUUtbFhJQm1maVFDTE9vRHpqNURvcDJBWFNBZWhnSm9iU3hiRTYyWkxVaU13dzBraXY1RHIxdkVqUnI3UXQ2OG14ckNqVkp5U0tlVlZ1Q25oZllSajkyRDdPNXItRU43bWZYYmRVcU0xdEVod2FodXVhLW5acWp2Q3NxLVVKOWMzUW9oUExEUm9mR2N6WQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Wed, 23 Jul 2025 07:00:00 GMT",Bloomberg.com,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Bank Targets India’s Fast-Growing Affluent Customer Pool - Bloomberg.com Kotak Bank Targets India’s Fast-Growing Affluent Customer Pool  Bloomberg.com,0.0,0.0,1.0,0.0,neutral,GNews,2025-12-09 13:45:54
Kotak Mahindra International becomes first Indian firm to receive SCA license for investment and portfolio - The Economic Times,Kotak Mahindra International becomes first Indian firm to receive SCA license for investment and portfolio  The Economic Times,https://news.google.com/rss/articles/CBMi-AFBVV95cUxPMDdqc2VWTHVNN1JrN0FjRVBwUFFwcE9oS2ZOcndPTEVpRzY0eTAwYlU5ZW9udXlWdTVhM1Nkdm5uYnZuQ25oUDZrYmZ2b0UwSnlBemFUSGhxZWk0QWR5a21iMWF2TjlTMTIzVU91Tzh6dEJ4UjBYR3REUk51R0JJZ1VZMnBQTVRaYzlDTzctNE1hVHFLS21CQ3M1eXMtbl9uUHRBREJPU1JwdFRWMFdqSXFPTEdYUlhKTnE0eVlNcXNPUFNFdWhLWElrcHJVZkNLZDhZVFdlbGotQXhiem5CR1pLUGs3RFlFdXI2WGRKbXRWejJtU0tCZ9IB_gFBVV95cUxQVTl5QnZvYW45WC01aUEtcVA1bnFQWVNZcEU1SmlFeENuVlZ4TkRHY21sYy1PNHBkZGxQc3lKMTgxTXIzSkpZTFJlRkhRa0JELXhCRTFLeE1TbE8yazFDVk1IV3AxUW5yX1hnLXJ4VFczZmJmYVlMZ2lkcjNsd2ZpOHdRN2xqQndmTTR0dEE1OFB0VmtDRXdMTVVLVC1PSDQ0XzdScHZzUjNaMUJhb2NyZktKdVVGREtleE5QeE1PR2FsMHFyS2xKbFY3LTB5b0JOYnNaM2dmdk0zdERRREEyRDNvQS1mUTBjcVItOUVYNEN3SExpLV9EdUlua1AwZw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 18 Aug 2025 07:00:00 GMT",The Economic Times,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra International becomes first Indian firm to receive SCA license for investment and portfolio - The Economic Times Kotak Mahindra International becomes first Indian firm to receive SCA license for investment and portfolio  The Economic Times,0.0,0.0,1.0,0.0,neutral,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank shares tumble 6%; here is why the Street is disappointed - Upstox,Kotak Mahindra Bank shares tumble 6%; here is why the Street is disappointed  Upstox,https://news.google.com/rss/articles/CBMizgFBVV95cUxObzNldmtJSmR3ZEwwVlZBSkNkRkVONjRrdHJvV0ZTQWNHajF6cks4Ukd1b1lWSV9kV05iNFpsWGJhSkZQZkE4d25rRTI1bVltTzhwcjdnS2lVMUZoby1QeXYwUkVOWHJpUGlxSTZIUTFQUXVGa2ZsQmM5MldTaUFHYi1rMlQ1bl9OaXM4cG1rX0tXUG4yeDc1SDl2cXNvX3NWWkpZSU1wY1k1QkVTRVdOMkxISk9WU2kya21mVVBtYkNGUzlBOW9IMWVjN2dIUQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sun, 27 Jul 2025 07:00:00 GMT",Upstox,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank shares tumble 6%; here is why the Street is disappointed - Upstox Kotak Mahindra Bank shares tumble 6%; here is why the Street is disappointed  Upstox,-0.4215,0.124,0.702,0.174,negative,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank shares fall 7% post Q1; here’s why - Fortune India,Kotak Mahindra Bank shares fall 7% post Q1; here’s why  Fortune India,https://news.google.com/rss/articles/CBMimwFBVV95cUxQbXgwbHowcVNlQWxSSkFmVTVMU1A3TmFWdkI1Y1NFT3I3eDI2eHlkWkJvaEZSMHFPRWRYVGlkNlpyNXN6SnpZcTViN0o5S196WlhlSnIwcjVzQzV2LUtLSGNxM1ZQeHNVWi14aUQzNXRaWFFfN2l6bkl5N3hhOWttX3pza19pcUZFSEI2dnA1ajZaWjNpU0haMDhnQdIBqAFBVV95cUxPamZyQ0lwOUhONUFZS0hrRDZvc2JuS1JIUzRfQmlDQmhydU9rX2h5OVhiLWNVUVZRN0paX0s4eXM5UVNqdlJFTGVuc1ptT2wxc0YtSzdISkUtY3pRbC1BSVZZQkxUbGE1VWVQaXJLLXBqZ0Q0VzZvWnBtaEhMUXVxWS05NWNlb3pkWVZ3ZzJDeV9LTnZkYUNvLTlqQ3FKek4yN0paQmlkQUg?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 28 Jul 2025 07:00:00 GMT",Fortune India,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank shares fall 7% post Q1; here’s why - Fortune India Kotak Mahindra Bank shares fall 7% post Q1; here’s why  Fortune India,0.5267,0.161,0.839,0.0,positive,GNews,2025-12-09 13:45:54
"Kotak Bank flags stress in auto, MSME loans; net dip 7% as provisions soar 109% - The New Indian Express","Kotak Bank flags stress in auto, MSME loans; net dip 7% as provisions soar 109%  The New Indian Express",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOd3V5Wml0djhSd080OF94bHNsR2dBVWJ5clVGUHpVWUlURGYzdUEyZC1iZW9pLWs5Skt1Xy1fZURQaWhqUUt4Z01JWjlwMTRHd241MnlvdTBmZ1NqRk5KR1pXblNZdjRmQ1lyUk8wMGY4U3ctSHNGNXQ4Sm1pMmEtblk0WEVPaUVzd0UyN3RXUF9VVDdESVBaZ3dGTmF5Mks2OHozWHRuU3JkMEhrNjJQX1V5bktNQVdnMkpkUnJNVkM3RHZIUDFUedIB1gFBVV95cUxOVTczdDFPcVNPVm5PcVdtN29TV0d5X0xCOGNHbTJwdTR0ck1Pb1dfbWJybXVYYXZhWV96VGhvX191NjhDUmh5RzB5MFpnbE51WElUcWFWUTRkQkhIU1hYRmVhLUtIX0ptMnJmOUtGNFhoZG85VnJGR0t3ajN2cjBTeEc2WG1QT1RKYjNPMGF3bHBEbGRvZ21xYTQwaEZxNEFQQkVLSFREaFhLTGZhZ2RSbmQ0Skt4MWNidC1pSjd4SnpBQVJMNXF4WTRrQkxacnhiTlo1OEZn?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 26 Jul 2025 07:00:00 GMT",The New Indian Express,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Bank flags stress in auto, MSME loans; net dip 7% as provisions soar 109% - The New Indian Express Kotak Bank flags stress in auto, MSME loans; net dip 7% as provisions soar 109%  The New Indian Express",-0.6808,0.0,0.869,0.131,negative,GNews,2025-12-09 13:45:54
