title,description,url,published_date,publisher,keyword,bank,sector,text_for_sentiment,sentiment_compound,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label,source,collected_at
"Kotak Mahindra Bank reports Q2FY26 profit of ₹4,468 crore, customer count touches 5.2 crore - Fortune India","Kotak Mahindra Bank reports Q2FY26 profit of ₹4,468 crore, customer count touches 5.2 crore  Fortune India",https://news.google.com/rss/articles/CBMi0wFBVV95cUxPSGgwaDBlck1lbmFOOG1YNUctV2EtM2dYY2o1RHVmd1lsZ0pJU2s4aWdkWDFlQkJQeXhGSmNtSkZwSmhpNDhkMzFRcFc0UTdGUUR2WGxaTUJNYzdkS0VtZlNHRHVfZFIzNUVzT21TZEdkeHhtRVZGSEtXa1dfUExMVHhyNkstdUJYeUZ3eHNWaFY0aUgwdHhIOVlWZFZfWVRQUmFSSGNqZ2Q3ZHh6bjFPZkR0UUIzTWNGdW1ORkI0NE9UZFdFc29LX2dSTkJBUXl6eG1n0gHgAUFVX3lxTE4wQTZ6U1g0UWpYRXpFU3hXX3pMLS1ZR05GVzZTNHRqM3ZBUmZmOVNjaTFQRHUybmp5N09XYzR2TmRBMWt3RmU2dzRCandBRDNVaVhSVUJzckhLenVMc2JFeGlVY3Y0Y2p1dlUzRm9pTzdwRE1DcnBuVHJxbnRxNXBuU09EU2tDTTE0c0tUSG9fcjBfdXlZaGhiX3p6TVpNTFZ4UDROLTZPU2FqV2N4WGtzazVtSmI5eXlZRWtIdGZnU0Y5QUpzSU1WQXc1NDBZUFM4S0w2UWZrMVQwYWJKeGdS?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 25 Oct 2025 07:00:00 GMT",Fortune India,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank reports Q2FY26 profit of ₹4,468 crore, customer count touches 5.2 crore - Fortune India Kotak Mahindra Bank reports Q2FY26 profit of ₹4,468 crore, customer count touches 5.2 crore  Fortune India",0.7003,0.158,0.842,0.0,positive,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank shares rise after UBS projects 26% upside with highest target on the Street - CNBC TV18,Kotak Mahindra Bank shares rise after UBS projects 26% upside with highest target on the Street  CNBC TV18,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPT0laSHFKaWEyYmgwN2NaemJ6Z2ZyaEJCN0hFUXJNOXUweWZqWW1hX05vOV9VNUtHT0ZXbkE3eEQzcFJHc2JfUG9FelFGbVYwck5nNVNJMTNCMEhQMmpuZndKaGlfR08tZm5rNDM0eDI4VWsyNFNHbmlrbTJHSmZnTWNjQ2ZlcTU0ZV8zOUM0UGVmNklHVF9DendIX0NWOUprWXFNb2gzejNVeGZSWktPVzl4SjZweEl3NDBWZVNxVkF5OEUycTVxTVc0WVBnQm9EdWJWY2szTlRkTHAzSFN3OdIB5gFBVV95cUxORjh5eVhfZ3Q4N2dxM0xkeFU3RmtYeFZxSmVwd0xMdlNQcHd0YzBhQkY2WkxzNlJIbFUyaXR3U3MtZWpOUUJLX1NsVEE4b0xWbEZCekhBUHM3THdRb3hLaWRDQVJNS014NWRFelhBc3A4OW5DYUhYa3J6Sk1rYUNzemtDbTZSRDdXbkdJcUNjY0s0NkVIT0tpZlU4dmNBdkdUbnZTVGNTMHZoNmxCQWhJdWRDZDVDcDF1dVZIbkt4cGNiOUlJdnVsSmlFQ0VOODMwYVU0dkl0dy1yMElGYy1UNUowODBYQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Fri, 29 Aug 2025 07:00:00 GMT",CNBC TV18,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank shares rise after UBS projects 26% upside with highest target on the Street - CNBC TV18 Kotak Mahindra Bank shares rise after UBS projects 26% upside with highest target on the Street  CNBC TV18,0.5267,0.112,0.888,0.0,positive,GNews,2025-12-09 13:45:54
"HDFC Bank, Kotak Bank, Bajaj Finance: Financial stocks rise after Q2 updates; here is how companies fared - Upstox","HDFC Bank, Kotak Bank, Bajaj Finance: Financial stocks rise after Q2 updates; here is how companies fared  Upstox",https://news.google.com/rss/articles/CBMi8gFBVV95cUxNSDJ6TFBjNFFzeVU5aWd3SmZkenlEbGcwWEhmM2hWd1ppTkVnWi02eWNnWDJNRl8zTkhobzBPTi01ejN1dzJicGdkTXdrTTFZNVJZLUd3RXluTklwZEZVdHJWOE9aMGpGbk95cy12eUw5eTExbXZEb0twZ3BFaEQ0LW9UTDNXc2ZIeWZnZlFrU0hjWmdYbVNDYUphalc0dW5Md0tIZzFFcERvbzFkbDZlR2FhYUI4QnhOV013WnBjdmVqWUZ3V0lFckwtRjJoc1VFRGVtU00zX285Ty15Mk9DV2FhandsZXR2VGlFU2llTTNydw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sun, 05 Oct 2025 07:00:00 GMT",Upstox,Kotak Bank,Kotak Mahindra Bank,Private Banks,"HDFC Bank, Kotak Bank, Bajaj Finance: Financial stocks rise after Q2 updates; here is how companies fared - Upstox HDFC Bank, Kotak Bank, Bajaj Finance: Financial stocks rise after Q2 updates; here is how companies fared  Upstox",0.0,0.0,1.0,0.0,neutral,GNews,2025-12-09 13:45:54
Noida Mans Account Credited With Astronomical Amount? Kotak Mahindra Bank Trashes Reports - NDTV Profit,Noida Mans Account Credited With Astronomical Amount? Kotak Mahindra Bank Trashes Reports  NDTV Profit,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNaDltVGhFUHJvRVFtQkxvcFJ2MzQ2UFpQR1UtVTN1ODJIOFhQQ1Y3cVVmSlExanpmRTIzRzJranBDRVVwdzY2WGUzSUhsYmRuX015QTZFc2pqcmhlTndvdDFSNmpiVjVtWXZXMjd5RV8tY0t3d2pxUml1VUR5V1ktem8tbEJYOHV2NjY2WGVIZ0NjWHJCS3NtdDJkZkd5Zlg0eHkxcDQxYXM5MWl0SlNXV3pQUTJQM0tPeGJ0Sk53dnlSUdIBxwFBVV95cUxNUW1CbkdCTmg4d2dMT1N2MGFYZVppc2tZUWctdG9ZMi1YcktnQjdIOC1GR0M1bDdwSDY5el9FcFBLWldtXzI0UldWeFg3WlNCX29ka2o4ZDNkR0Exb1cwWnU0R1NMM0Q0NExxdjU1NDlfeVB6ZVVKOUE3SW4wYkN2Yk9wYkNHd3dGOXZFcWFsT1Eydk9QNHZlWGFOZ1F0Y0NfVFB4Si1zSllEcHkyZUFmdUFKTXJnR01GWldYbkxLSkZWUEZrNmtz?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Tue, 05 Aug 2025 07:00:00 GMT",NDTV Profit,Kotak Bank,Kotak Mahindra Bank,Private Banks,Noida Mans Account Credited With Astronomical Amount? Kotak Mahindra Bank Trashes Reports - NDTV Profit Noida Mans Account Credited With Astronomical Amount? Kotak Mahindra Bank Trashes Reports  NDTV Profit,0.8796,0.309,0.691,0.0,positive,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Reports Lower Fresh Slippages and Q2 FY26 Consolidated Net Profit of ₹4,468 Crore - scanx.trade","Kotak Mahindra Bank Reports Lower Fresh Slippages and Q2 FY26 Consolidated Net Profit of ₹4,468 Crore  scanx.trade",https://news.google.com/rss/articles/CBMiygFBVV95cUxOVWFvazdrWnlDZGNRelBLeDNwb1lCY3QtRFJWaWZqR2taLVcxVTZ1RjNOanlkdWRzTUZhQjNVckNNdHRTbUNfa1FmMXNpWFYwNDBGaktiYVlZcTZKWDNxVWFDMjl3UGV2N3JHQ1FnUkh5WHBmaW5tcTVkQnFVaTBMWlViMnBwZzRjRHpVRHZjTktNOWVFbkNKMk9JLXRveG9OTVFpYkQxNFYtTDRHOEtGS3Nzb0JRSmFsYTRXd05QTEZBZHF2ME90VF9R?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 25 Oct 2025 07:00:00 GMT",scanx.trade,Kotak Bank,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Reports Lower Fresh Slippages and Q2 FY26 Consolidated Net Profit of ₹4,468 Crore - scanx.trade Kotak Mahindra Bank Reports Lower Fresh Slippages and Q2 FY26 Consolidated Net Profit of ₹4,468 Crore  scanx.trade",0.7184,0.237,0.662,0.1,positive,GNews,2025-12-09 13:45:54
Stock Split: Kotak Mahindra Bank to consider first such proposal after 15 years - CNBC TV18,Stock Split: Kotak Mahindra Bank to consider first such proposal after 15 years  CNBC TV18,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPbVFyTGpZTlNnMGRWVmgxZUV0dWRjSWFYN0ZmNUJUWGNTSktVR01BWmhsWUhvbUdrN0hWOHNtLWZtX1EtQjZ4Q1JhQXVOUXhhMFJjWmhZTV9zTkNhRFd3Vl9GeTNFTGw3dGNPUm9LN2JRQjBCTDduNmw4WTEwX1B0bEEwVWtzU3BDem15Z0p5cFkyOHdXZGJFUWFYdXlwTy1Eal9QVVc4cHJWOVRZYVYtYzB2ZVpsQ0w0RE5ONmwxYTRKSkZocG5aTE1ENzgxaDRXQllERkVLdHVLc3hI0gHiAUFVX3lxTE5XbTZFbGJiQVNvSGJyTWlmWFQ1a3FkSl9RbTZmRXV0MnZCdTJJSENRS2I0QmlmOXQxNVB0LU1mQjZ4U0xtQ285VERzeEszQmdjV3J1ZnZNOHRGc2Q2ODE4bTdjRjZ1bDFkUDY0REJjdHBiZ3pJcTFEZ0ZtN0pwckppSzNJc1VkeFNMWi1zdFZrMUw4c05lcWhyZmdJalVkdFpsclhQOXl6V005WHBieV9UZUd3WUVMSXNpRTRLVldhWVd4YWpCeG1hQkdrd0JNSXl6TjFvSVdMaURBQzNMTU1qVVE?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Fri, 14 Nov 2025 08:00:00 GMT",CNBC TV18,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,Stock Split: Kotak Mahindra Bank to consider first such proposal after 15 years - CNBC TV18 Stock Split: Kotak Mahindra Bank to consider first such proposal after 15 years  CNBC TV18,0.0,0.0,1.0,0.0,neutral,GNews,2025-12-09 13:45:54
This private bank to levy SMS alert charges from December: Here's what you can do to get waiver - India TV News,This private bank to levy SMS alert charges from December: Here's what you can do to get waiver  India TV News,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPVEk0cnF0WjBRcjZTRHdOcjNzOU94Z3cyMXU5Y2Nma2RLek04eTF4YWdUS0YxRkc0N0V6VS02cVRFSUJmaWlkd1UxRGQ5N3RuRk91VXZTWFdfbEltZ09LQU9WdUF4TVFEVTk0ZG8wWlh0c2R0ZkIwWGZxcEhpaVJGU05jTTlnNmxYd0FuLXM0WVZnQkZHYUV6U1lKckJXUVROTVRPNklyLVVnbUg4Z0h1ajFUV1NSOUtoRFJwZGtQSjhTZnR5YTZ6X3M3dkF0Y1Vnb1lHMHloWDZkdkpzaThnODdTbUVMbG9uQU1vazhPVXJsd9IB9wFBVV95cUxQLThNY3JXN2cwVGtpVlBZNzZsZzMtYUtwc2U5TXRwSG9GbFJfbE9wTTVMNU94SThXbU40dnNhcW0tdEt6VjZMSXc5bTViejJBN1hkMy16WWlkclVkdGRsUnRybHdTNXNpdU5WdHRobko5ZmwwaDE3ZFg3S3hnc2dnQzhGNVdsdGJ4b3VPdXA2WTlPYkd4d1VzaVpOTDMtZFFybzNLaGd2Ui1uajdIODZUelRickxqZFQ1LXlUSThHVjdDQ3JubVY4YnpTZmREbmZVWldvaWlDUjJtMUY5MWFLb3hJYWFoRXo4MnR2TUZYZ25Kcm1IQ0w4?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Wed, 12 Nov 2025 08:00:00 GMT",India TV News,Kotak Bank,Kotak Mahindra Bank,Private Banks,This private bank to levy SMS alert charges from December: Here's what you can do to get waiver - India TV News This private bank to levy SMS alert charges from December: Here's what you can do to get waiver  India TV News,0.0516,0.092,0.819,0.088,positive,GNews,2025-12-09 13:45:54
"Stocks to watch: Kotak Mahindra Bank, Tata Motors PV, Oil India among 10 shares in focus today - livemint.com","Stocks to watch: Kotak Mahindra Bank, Tata Motors PV, Oil India among 10 shares in focus today  livemint.com",https://news.google.com/rss/articles/CBMi8wFBVV95cUxOeWZiYU1jM2Y5TmJSY3BxNnBMTVc5aElLSXFETTZEcmdTNU5Bc3ZHOU1SbUszWlNHcmp1NVZVdGQ3bHRSN3JydXBjYXo2U2VVdU0yQWpsV1FVUUFudGtoUUpJeXNhQW5STG9ZU2N2S1lCejdlWVhWQW84LVo2dnFkaUVHWGpYRHd6b1VWQndTUHhUblI1dFpRZDVlUC1VT1cta2JjQ2t2RUNKV1ZuYUVUak9sdG94a0Z3WTRyZ0dCN3dVMWFsal9HU29ia3RHTHlMQnUxWTlwNXU1enV3VnBIWlZYTWlmWDVERDUxSkNaWkZxaEXSAfgBQVVfeXFMUGxMczYtdGZnVVpjbUJIM0RyLVVMS1N5WEpXUmVadEhfeTNvVzJNdm9XR3ZZa1g1RzlVLUlvdlBjTl9tZm1KWlVUM2NxYmwyMEdERWZTMktDZVYwVkNJT1hWdWRaVXdDRE8wT0FLb0IybkhMR2RkU0NmT25aUUpXVUxVVlpCQUtzcXlHZjB0amJ6czJRZVFNSmYyZWp3ZEFOaVVfSm5EZzMwWmFjNS1nWHZ3dnc3NWw0Zk96Q0IwUVpIR2gxeVI4SmVPR1NTaV9QdXk5YkE4eDZFTzhTY19KLWFpbEg4Y3ZvemJhV2NvSXRnSVhKS2dMZWs?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Mon, 17 Nov 2025 08:00:00 GMT",livemint.com,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Stocks to watch: Kotak Mahindra Bank, Tata Motors PV, Oil India among 10 shares in focus today - livemint.com Stocks to watch: Kotak Mahindra Bank, Tata Motors PV, Oil India among 10 shares in focus today  livemint.com",0.5267,0.112,0.888,0.0,positive,GNews,2025-12-09 13:45:54
Japan’s Sumitomo Mitsui to exit Kotak ahead of Yes Bank stake purchase - livemint.com,Japan’s Sumitomo Mitsui to exit Kotak ahead of Yes Bank stake purchase  livemint.com,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOZGVrRWR1ZXVBd1FKYllZZmFXM3Axd1RoTWYwS3BCcFltN3V1VlNLWF9xVm1OcDZyOG9PYklDbU9lcUZObS1mazV0S3FTQlV6blRqZm1GRjUzM3V5bWpnb0I4MDBHc1NnS0FQaExKMVVlT05BRVZ0ZXhrLW5iYTJKRVNOeDBqTGY3Uy13WldpOHBWN00xVWdqbjkyaGFBaHBveWlTc19MWUZONHRWQ2UtSDVMWFFVOXpmSGVXb1RqaXpEdGtPVE5EWGtVdS1waEZzWkHSAdcBQVVfeXFMTkR2elNmWmJBbnNjZUlYcUZnOERWVEwzSFNLVkYxX3pJWjlXT0ZmaW5MeWtDWkxBZlpCQ281NDdLZjVTeV9zZGMwcUV6eVV3TnZRM3FBMWlSSmFGbHZla04zWW9aWlBIcWV3b2gwMy1ZeEMxWFNKalJ5eU1ENnpZT1ItVTdxQmxEZHJHVDFTemNGUTI4LVhaTnI2dTFXdmx5YVBob0t2OGozR0JFWWFPWk91RU1mbTZKS1hCZU12TXdaTXFONk5qdV9QWXNYbkZpS2swWDNpekE?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Tue, 09 Sep 2025 07:00:00 GMT",livemint.com,Kotak Bank,Kotak Mahindra Bank,Private Banks,Japan’s Sumitomo Mitsui to exit Kotak ahead of Yes Bank stake purchase - livemint.com Japan’s Sumitomo Mitsui to exit Kotak ahead of Yes Bank stake purchase  livemint.com,0.6597,0.178,0.822,0.0,positive,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank shares slip nearly 2%, after a ₹2,134 crore block deal - Upstox","Kotak Mahindra Bank shares slip nearly 2%, after a ₹2,134 crore block deal  Upstox",https://news.google.com/rss/articles/CBMiygFBVV95cUxQemJrZWpyd2F2bEpXUnlkM3pXSnZfc1lEMmU5UG1tMzFqcWlzeWpYbE9NRmp6ZzJYQUYyTzN4czl5cDdyXzQ3UlowMUdrczhhQ0QxNUZlM3Nqc2R0aThZREJqOFBYSEI2UkxoWkdJOE53U2Rzd2VjT3o5a0xITkF1WlhtR04tMHBHVDdub2c5cXpaaFR3dWNrT2twNndfZlJJX2RRQ2pGQnQ0alFVcUZuQmlsR0NyZ0FWUWw5S1RTTFFGbGJ1eTA1ZlZ3?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Wed, 06 Aug 2025 07:00:00 GMT",Upstox,Kotak Mahindra,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank shares slip nearly 2%, after a ₹2,134 crore block deal - Upstox Kotak Mahindra Bank shares slip nearly 2%, after a ₹2,134 crore block deal  Upstox",-0.34,0.125,0.71,0.165,negative,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Q2 Results: Net profit falls 3% to Rs 3,253 crore, NII up 4% at Rs 7,311 crore - The Economic Times","Kotak Mahindra Bank Q2 Results: Net profit falls 3% to Rs 3,253 crore, NII up 4% at Rs 7,311 crore  The Economic Times",https://news.google.com/rss/articles/CBMi_wFBVV95cUxOOWNXcXlYV25JWHhzMDduTU1kMG1TTW9YbU5ORmhKbHNCWjNNemNWeVJjeG4yaWlMSFZpbDlUd1BpSTV0SGVnU3JOSEFzY3F2UERQUXU2YWEwaDFMamR3cFJmRXNrOFlRbWozblFPOFNNWFZIX3o2UXU3OVJQVFBpeFJjbFJCeW5BcnBwTGNVSVBVbHpsVEdCZ0VCSDdXcEFBbmh1eUtLbS1NdjFDbFNKQUlSWFE3UktMSnd0VWdKZ181a1lJZ0g4Y0JJc0FaNDA4andWOFpYMTBoTjUwc1U1a3FOVVVlM1I3dGQtZ2xUelVjZGNkcFZ4NDhQN2dTbmPSAYQCQVVfeXFMTWdTNE1ybHhwSUp2TVo0dWNpZUlwMzRvRVhITm9aZjFhREpZNDl0RUpuQU5UQ3RKZjB1UVBGaEFxUU9fTjJPN1libkZNNWdLNF9UU1hLSXc1Qi13bF9oZnhvdUZHbUZjZ1hkYV9XdDNEc21STm9ROGZUMEZiZ19KUl9aRUlIcEZxR0NVUGliTVFLQjJxTHNCbXBvSUFJd1lKeW96c2lHcjBjQkJlUm1HM0htYnRDcnFRTm44NGNxZUNBV1Z3b2tFRXdwcERwVGphNEdiZjJMRTBsZWt2TXYwT0h0dWxkU1dDTG9CMDU1Szluc3VJeTlGLUJqbVl3TGpGODFlVXY?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 25 Oct 2025 07:00:00 GMT",The Economic Times,Kotak Bank,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Q2 Results: Net profit falls 3% to Rs 3,253 crore, NII up 4% at Rs 7,311 crore - The Economic Times Kotak Mahindra Bank Q2 Results: Net profit falls 3% to Rs 3,253 crore, NII up 4% at Rs 7,311 crore  The Economic Times",0.7003,0.114,0.886,0.0,positive,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank Block Deal | 0.55% equity worth ₹2,134 crore change hands - CNBC TV18","Kotak Mahindra Bank Block Deal | 0.55% equity worth ₹2,134 crore change hands  CNBC TV18",https://news.google.com/rss/articles/CBMitAFBVV95cUxNYWVqeDZuU1VJRGd2dlF3ZWVYMG8wNlF4aE1nZlVzRGlTcVB5RW1ObG5GSklCYVZUT1U0alFxNlZBYzZrT2Fsa1oxRnRlUjRlQmsyZEo0ckM2VGF5LVJicnp6VFRacFJLN0RiZU9XSEdXZnh0UFNPSUlqYlNrTjlTQjRub0hQemw2RVN6cVdscXMxYUdCTDRlMkJYS3NyRFdhdEpXdGJybUlwbXhLT0pXZE8wWVHSAboBQVVfeXFMUFV5M2h6bzlwYTJQREJmUElLQjY5UG8tYkZhUW1NYTdRX05zVGpFdDE0Z2ozWFJhNklrU1R2aWtNd2hXWGpkUm1ZdlZoM2ZhMHpxbUpuRjg4VGpTTWV3UlpoWDV5c01KeHhmVGFJb2FpYXg1UVptcUl3OFdITUQwMFZPcDVpOFJmWGVnZWd0NlJfSDMzcnRTV0FIUkEzb0ppcWZNUDMzaEJTOFJLYkdEYjcyRzRnODhlSExn?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Thu, 07 Aug 2025 07:00:00 GMT",CNBC TV18,Kotak Bank,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank Block Deal | 0.55% equity worth ₹2,134 crore change hands - CNBC TV18 Kotak Mahindra Bank Block Deal | 0.55% equity worth ₹2,134 crore change hands  CNBC TV18",-0.4588,0.104,0.738,0.158,negative,GNews,2025-12-09 13:45:54
"Kotak Mahindra Bank clears plan for stock split, subject to regulatory approvals - Fortune India","Kotak Mahindra Bank clears plan for stock split, subject to regulatory approvals  Fortune India",https://news.google.com/rss/articles/CBMi1wFBVV95cUxOa0dyNm96czQyUGF3T1FaQm1ESUktakRZcXBmZThudHlEcWhnVS1VS1RUMTlwV3ZNbXd5MVpBWVUwZEdESThRQXpZcjJGMDVXVEsyLXhTckV4MVdBQ182dmNEblptbmdlZWI3NWZpeDFobmh1OEJKMjRET1NYcE53MmpDOXRUNEkzOTBRdmRQQ3NKY3RIM1VrUTJad0JXOGd3aVhqMENzZHB0czA0cjdZaG1HUXZ3cW5vUk03TTFpcUxQR19QMmx0ZmlKM19mZDlwSkNBVWx0Y9IB5AFBVV95cUxQYVRPTjl6S1lWWVBXX1JFaEhiQ0Ntdm9zbURlTC1oSzhpOXdiQ2ZBcXBFSnNNejExcy01WUpqQ3VsODdFa0VOd01UOVRCNG11UE5LNjdfbFFIWm51UnFkdERjUVVKcVpTcFQtbWY5Zi0xUWhGTThBeEtHS1pzWUwySlBJMnJtd3ZldFB5YW40OWR2Z2hXZUYtZmlNWFhvTUIzVnhrYjUtM2s0VW5hbjRVbEJnMm4zX21GOTZTcU4yUTIyTlJ3cGZRWnBvNHFxRkxmZWdjaVFRcVNxWWdpVnY5cDdzcXg?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Fri, 21 Nov 2025 08:00:00 GMT",Fortune India,Kotak Bank,Kotak Mahindra Bank,Private Banks,"Kotak Mahindra Bank clears plan for stock split, subject to regulatory approvals - Fortune India Kotak Mahindra Bank clears plan for stock split, subject to regulatory approvals  Fortune India",0.1531,0.088,0.912,0.0,positive,GNews,2025-12-09 13:45:54
"Sumitomo Mitsui likely to sell entire 1.65% stake in Kotak Mahindra Bank for Rs 6,000 crore via block... - Moneycontrol","Sumitomo Mitsui likely to sell entire 1.65% stake in Kotak Mahindra Bank for Rs 6,000 crore via block...  Moneycontrol",https://news.google.com/rss/articles/CBMi-gFBVV95cUxPc2cyb3lsb2VqeTZmQVZBNG82YUtMMUdXRDhCYnJ6SVljMER0bHRtY0I3TDlTb0dQUFQyb0pnV19oX0lPYVh4QjhrVFdZRldDTGxmejMtNEh5cUxqSFh5VE0xbk0tSW83SU1jOXIzYjZRUkQzQ3FDc1A4WFNsU2ZIRWwzeGVIU1VrZzUwZlI1ZHhrOG4ydGlaODhVYkFPbXNLXzQyYlhfUFVPT0xWZUp1Q1NRbHowSTI4YlB5U1pQb1RoMlp6VF82RW1lWm5tamdSVnk4aXc3emNrWnh3RU9Kcnk2Q01EYnJiR3RuTmhlZl93WDEybS1FT05n0gH_AUFVX3lxTE5wY1EzOG1RSGNDZ1ZwZjRfYVhDbFZnNFJPS2R4c3d3bnFoQnE0MmR1MlhkWWtjdVpTSnE1bGExUTlPeWwtTXg0X1dNMWFhTEdWdHdsXzVhV29FV3M0WmFmV3NSLVRtN0ZucHgxR0ZmcnpIdjBxbThUUmhBeEFSWXItXzJtWDV1cGRDWmMzVk5oNlF1Y0NIb0FFTExUVUhuUkxHUndWRjdZMzJfbFVOWGpMUklGSlBlcnd1MlA1VmtKMUFLVkxPdWViMmdUVU9nTTB2TlN0TWFwOGp1VzhhcjVDS04wZkdqd1lBVFI3cDVLT3NZUTJBdTgtOFA4LVVScw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Tue, 09 Sep 2025 07:00:00 GMT",Moneycontrol,Kotak Bank,Kotak Mahindra Bank,Private Banks,"Sumitomo Mitsui likely to sell entire 1.65% stake in Kotak Mahindra Bank for Rs 6,000 crore via block... - Moneycontrol Sumitomo Mitsui likely to sell entire 1.65% stake in Kotak Mahindra Bank for Rs 6,000 crore via block...  Moneycontrol",-0.7003,0.0,0.864,0.136,negative,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank Grants Performance Linked Stock Units to Employees - scanx.trade,Kotak Mahindra Bank Grants Performance Linked Stock Units to Employees  scanx.trade,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPNmJyZ3BhLUtHanp4cENtWjRPaHNrTDE3MVN6cGQ5dUNCeElSX1ZqLU1NZEc3a0dxbVRSNWQ3ZlhIOUlSQkhISG5HSW16cG5BSURId0JJeVZGdC1zWS1Pa2ktQ0xVQzlQZHRNdGhSVHhpNHVMZlZrbVJNT3dPRzZRZ29jRHNJbWx3NXVmWGlvcEEzemtyd0czdjl5b1I4TXJpcTRhOXB4TTc2VWg4N0RIM0tIakY2VmJ2cHBCUThnamFPUQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Thu, 06 Nov 2025 08:00:00 GMT",scanx.trade,Kotak Bank,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank Grants Performance Linked Stock Units to Employees - scanx.trade Kotak Mahindra Bank Grants Performance Linked Stock Units to Employees  scanx.trade,0.4215,0.153,0.847,0.0,positive,GNews,2025-12-09 13:45:54
Kotak Mahindra Bank Reports 3% Decline in Q2 Profit Amid Rising Costs - scanx.trade,Kotak Mahindra Bank Reports 3% Decline in Q2 Profit Amid Rising Costs  scanx.trade,https://news.google.com/rss/articles/CBMiwgFBVV95cUxObTFZYnhLcV9NVDZMSE5NcGFFdjdoeVUwQVI0WFpibkVXT3dLSkR2clhvZ0dMNmJBUU1nQ0lCOVFQUUlTRVBfMkU4dkRhaC1hTDdMRWVhdVY4a1l4M2MtSmtIZkdlQkQ2ZHF0N3I1aUpKb1RQVWpmbDF2VTZQUUtMbXFKSVVEZU5saW5uNndNT3BfM0RZUXhqUVAtalNNTEZVbmEweXpqd2hxblFycHFCX00yMnhrbEdwTzE2QU1ZMllzdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,"Sat, 25 Oct 2025 07:00:00 GMT",scanx.trade,Kotak Bank,Kotak Mahindra Bank,Private Banks,Kotak Mahindra Bank Reports 3% Decline in Q2 Profit Amid Rising Costs - scanx.trade Kotak Mahindra Bank Reports 3% Decline in Q2 Profit Amid Rising Costs  scanx.trade,0.7003,0.188,0.812,0.0,positive,GNews,2025-12-09 13:45:54
