Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2019-01-01,350.95703125,351.97009131506957,343.8655224616585,348.7861630154639,7759872
2019-01-02,351.77716064453125,354.96108910459435,347.6283723650977,348.7861805929132,18243156
2019-01-03,350.4746398925781,354.38219120244753,349.3168316444681,352.16309307857125,12884409
2019-01-04,352.3560485839844,355.82941421941774,345.4574881633734,349.1238610869647,22896026
2019-01-07,354.7680969238281,357.9520249910489,353.6585185739553,354.57511909490694,12719847
2019-01-08,366.7802429199219,368.37220707061374,353.7068037667955,354.8645824926237,21501136
2019-01-09,368.8063659667969,370.06063352396103,362.3902506426274,368.2274619233816,21730142
2019-01-10,366.15313720703125,368.7099318810161,362.8244605456161,367.5521530663013,14497154
2019-01-11,365.23651123046875,367.7933351715042,362.0525829053509,367.2144310821323,12537973
2019-01-14,360.21942138671875,365.38126971005715,359.5922875405455,365.38126971005715,14844029
2019-01-15,359.6404724121094,362.1972666624671,357.56609328235805,360.4123248273668,12960779
2019-01-16,362.1007995605469,366.39430617027557,358.96510108772685,358.96510108772685,15106484
2019-01-17,361.4254150390625,364.6576022430636,359.68870293450493,362.7761714908635,13171721
2019-01-18,358.9168701171875,363.16211753079205,357.3249060176213,361.4254347756805,12212121
2019-01-21,358.62744140625,362.9209186599025,357.56612216632664,359.88170904343286,8908581
2019-01-22,356.07061767578125,359.39929405616294,353.22438589949115,357.51786315520206,14756076
2019-01-23,354.4786682128906,360.5571171446799,353.5620970378817,355.8294248274152,9726450
2019-01-24,351.9700622558594,355.5399459467418,349.02734178082454,353.70677436667347,17521254
2019-01-25,344.63739013671875,351.8253581050158,342.0805663219095,349.6062602236428,22978238
2019-01-28,331.4674377441406,342.41826753657205,324.810114563864,340.77807369335596,34362360
2019-01-29,334.6513977050781,337.7870962012659,329.34483101922194,330.8885653985097,20738442
2019-01-30,353.0314025878906,355.6364561881985,338.6554369372461,338.6554369372461,39400056
2019-01-31,351.6324462890625,363.40335934285935,341.6464458956299,359.5922969811152,85917249
2019-02-01,342.1770935058594,352.06660504905926,336.48460006741146,351.6806787801333,25605469
2019-02-04,342.0805358886719,344.3478927492274,333.83124945020154,338.65540045381715,17039321
2019-02-05,340.2474365234375,343.57611319927355,336.5810927611929,342.1288675913948,12197271
2019-02-06,346.6634826660156,349.1720471008048,340.7780419405981,341.1639681357315,15396216
2019-02-07,346.036376953125,349.0755864719143,343.9619977224773,346.4705623605022,10247434
2019-02-08,342.6112060546875,345.79513390115784,338.41418884304517,344.34788861743846,9308651
2019-02-11,337.73883056640625,342.225314961428,336.77400027832135,342.12882604376273,9419635
2019-02-12,332.1910400390625,339.62024466890773,331.1779800642119,336.72575394729773,14924394
2019-02-14,331.8533935546875,334.6513955366062,324.3276995460313,327.8975834347343,15172596
2019-02-15,330.11669921875,335.51975508160274,328.6212239500905,331.9498709996414,20316848
2019-02-18,326.83624267578125,330.93677118167665,325.6784346140509,330.1649187700445,10601490
2019-02-19,331.17803955078125,338.07657112088395,327.17399922220034,327.17399922220034,14384763
2019-02-20,333.0594787597656,335.37506592060936,330.30970612438756,332.8665008945752,9474758
2019-02-21,338.9449157714844,342.4665703703378,334.07253391377833,334.6031788686338,18631331
2019-02-22,339.66851806640625,341.64643798033035,338.9448952929846,339.04138421829805,10997730
2019-02-25,343.0936279296875,344.8785697037393,340.6332932321735,340.6332932321735,10344411
2019-02-26,335.95391845703125,340.2956547581712,334.410184105547,337.69060119977377,18096382
2019-02-27,333.3971252441406,342.22534675572655,331.226256894266,338.65546258044037,17325417
2019-02-28,337.8353576660156,339.3790921902801,332.8664870096564,336.1951636574678,18347113
2019-03-01,341.7911071777344,342.514729846424,338.3177124791678,339.6684689051987,14190221
2019-03-05,350.4746398925781,351.3429813565172,340.39215051850425,342.5147891586104,17638277
2019-03-06,358.8686218261719,359.73696315883336,352.4042473993806,352.4042473993806,31436190
2019-03-07,357.7590637207031,360.84653246064687,355.5399658068138,358.4344567089046,15355303
2019-03-08,357.5661315917969,360.26764477891874,354.71987029755905,356.7942496495582,16143455
2019-03-11,362.6314697265625,365.09177518387935,356.9872066514597,358.72388939259116,11449587
2019-03-12,374.547119140625,375.31897157179986,364.0787049187246,364.7058386995896,37108265
2019-03-13,378.1169738769531,379.4195006198129,370.78425799518976,374.2576528280548,19574619
2019-03-14,374.2576599121094,379.1783002314505,373.1963407147168,378.2134699509634,13182462
2019-03-15,381.39739990234375,384.24366102095314,374.4506395165577,375.1742622303448,31466545
2019-03-18,384.0506896972656,385.83563164372504,379.66072360357833,382.314006932447,21220626
2019-03-19,384.3883972167969,386.84873222252304,380.04666073593484,384.3883972167969,11670392
2019-03-20,379.08184814453125,384.1472076092177,378.40648454914486,383.6165626811079,14181408
2019-03-22,378.0205078125,382.36224425496033,376.2838250132297,380.5773317173766,17409249
2019-03-25,370.012451171875,374.305958145717,369.04762079072276,374.305958145717,12345034
2019-03-26,380.2396240234375,381.59038054358456,369.9159281197661,371.411432739162,14063632
2019-03-27,379.3713073730469,384.4366667369215,376.42855712365304,381.49391648752766,17950017
2019-03-28,386.4627685546875,387.7652953609049,378.9371039209851,378.9371039209851,23117485
2019-04-01,384.2436828613281,395.14625392437483,381.8316070116023,387.3311517266913,16106604
2019-04-02,383.1823425292969,385.9321147356451,379.61248813456234,385.9321147356451,13010810
2019-04-03,378.30999755859375,388.63366494906387,376.9109817310931,384.9673212859598,12317200
2019-04-04,375.0777587890625,381.7833407882134,373.67874315220064,380.5290437996483,14521564
2019-04-05,376.814453125,378.6958839439636,372.0385609176271,375.56018554187983,10853927
2019-04-08,373.4858093261719,377.68282695605757,371.4596598381977,377.68282695605757,6305407
2019-04-09,383.1823425292969,384.34015065121724,373.5340396609057,373.7752472326155,13206348
2019-04-10,380.33612060546875,384.7743164833433,378.88887513808766,381.6386179706842,14000018
2019-04-11,376.33203125,380.6255376860219,373.91995559926477,380.6255376860219,8704774
2019-04-12,380.7220153808594,381.6385864345573,374.5953375196912,376.8626944534189,7035256
2019-04-15,378.93707275390625,382.9893714967786,378.0204722578836,380.33608836482887,9770752
2019-04-16,392.6859436035156,394.0367001742285,383.520055485006,383.520055485006,24487788
2019-04-18,390.1773376464844,396.54522302924096,388.44065501676977,396.54522302924096,18660434
2019-04-22,380.6256103515625,390.3704037297758,379.85375777368535,390.03270718534634,10493872
2019-04-23,382.55523681640625,385.88391332808425,379.75723466801855,382.16931056219516,10203957
2019-04-24,386.9934387207031,388.48891390606445,379.61249282406095,383.134117525671,11397163
2019-04-25,381.493896484375,388.2477086154135,380.4325772606407,386.8004631587624,16524091
2019-04-26,392.8788757324219,393.65072812750833,380.3843126575249,385.93208639951797,14286163
2019-04-30,393.1683654785156,395.3874634936863,389.1160662529247,393.40957306469875,19375553
2019-05-02,381.63861083984375,390.7562688916969,380.5290618911068,389.5020012877828,16572948
2019-05-03,387.6688537597656,390.9493007667326,380.8185812840459,383.18239816343333,24431248
