Price,Close,High,Low,Open,Volume
Ticker,PNB.NS,PNB.NS,PNB.NS,PNB.NS,PNB.NS
Date,,,,,
2019-01-01,74.04267120361328,74.22823896945432,72.41892847615647,72.92924337169757,18609031
2019-01-02,72.23334503173828,74.59937269878876,71.72303019695187,73.81069916942381,27192314
2019-01-03,72.23334503173828,73.25398178026677,71.49106697778832,72.46530825090183,18780736
2019-01-04,75.4344482421875,75.99115860064425,72.0477835330542,72.37253065224095,35324306
2019-01-07,74.7385482788086,76.91900101324698,74.22822639078979,76.5014629924256,21061552
2019-01-08,75.80558776855469,76.03755102008509,73.99627723820016,74.73856247468012,17598981
2019-01-09,74.87773132324219,76.22312236769771,74.04266931925306,76.08394300738075,18063915
2019-01-10,75.38804626464844,75.75918883128092,74.32101404018843,74.50658886298251,15125630
2019-01-11,74.83133697509766,75.66640599167462,74.55297827658676,75.38804729316372,12150994
2019-01-14,76.54785919189453,76.91900174316146,73.39315812455871,74.55297417292074,22990328
2019-01-15,76.03754425048828,77.38293523695894,75.62001326648885,76.87261329744317,14499042
2019-01-16,78.1716079711914,78.86749765639489,75.94475956274907,76.08393891558094,30560868
2019-01-17,78.44996643066406,78.91389288601049,76.96539611039074,78.21800320299084,22181000
2019-01-18,76.87261199951172,78.72831781521005,76.5478648975557,78.44996619022884,16185024
2019-01-21,74.46019744873047,77.52211494175602,73.90348710789566,76.87261364498535,20063465
2019-01-22,72.92923736572266,74.69215931185578,72.65088573988433,74.41380060706152,17346423
2019-01-23,72.14057159423828,73.67153047794592,71.72304057093469,72.92924523767655,12687561
2019-01-24,72.4653091430664,72.88284719007476,71.67663560399163,72.1405620480304,13272022
2019-01-25,71.07353210449219,74.64576442307555,70.42403789346102,72.69727471102608,19763289
2019-01-28,70.60960388183594,72.51170514784843,70.28485678443171,71.44467290298668,19106196
2019-01-29,71.72303009033203,72.83645070907966,70.09928755860096,70.65599786797476,17793292
2019-01-30,71.67664337158203,72.60449636021093,71.16632139625354,72.14056986589648,11238545
2019-01-31,71.90859985351562,72.18695855549866,70.00649857419512,72.09416760220041,16757529
2019-02-01,68.56832885742188,72.74366679365109,68.24358176706184,72.37252422797292,25916009
2019-02-04,67.87244415283203,68.75390161653581,65.92395438956946,68.70751321678918,22905988
2019-02-05,68.10440826416016,70.98075100681501,66.80541271229647,69.1250450981401,70132820
2019-02-06,69.7745361328125,70.19207419047832,67.54769480775188,68.75389934566707,27503709
2019-02-07,70.19207763671875,71.0735351145861,69.44979243928373,70.19207763671875,23866199
2019-02-08,66.06312561035156,69.58896956664394,65.55281074756981,69.58896956664394,31290303
2019-02-11,65.7383804321289,66.29509078922054,65.22806555436003,66.24870238885406,18322730
2019-02-12,66.20230102539062,67.03737002628425,65.73837458922257,66.06312167874908,13405209
2019-02-14,67.0373764038086,67.4085190038424,63.74349556207354,64.48578076214115,18981245
2019-02-15,64.99610137939453,67.9188324817629,64.39299555166785,66.8054117836184,22508284
2019-02-18,64.0218505859375,65.97034027493572,63.743491882242374,65.18166671974072,17183987
2019-02-19,64.90330505371094,66.3414798255677,64.11463153451278,64.30020635482478,18800655
2019-02-20,65.97034454345703,66.29509166614308,65.18167093723197,65.32085029808495,14646666
2019-02-21,67.87244415283203,70.51682362289954,67.40851768162875,70.51682362289954,47884317
2019-02-22,67.91883850097656,68.6147282687282,67.26934421599108,67.68687524505935,17255280
2019-02-25,68.19718933105469,68.42915256007188,67.64047899720462,68.104405455239,10143437
2019-02-26,66.66622924804688,67.5476937477606,65.04248667794644,67.5476937477606,24903931
2019-02-27,66.34148406982422,68.28997379454533,65.8311621300124,67.2693369938777,24053517
2019-02-28,67.08377075195312,67.45490626677086,66.29509008557497,66.3878810432356,16139027
2019-03-01,71.11992645263672,71.44467355299552,67.45490323728485,67.7332619398529,37660508
2019-03-05,76.68704223632812,77.33653642318959,70.74878236619413,71.44467202881243,50845208
2019-03-06,76.45508575439453,77.75408132156984,75.52723278912022,76.73343739660302,27381377
2019-03-07,79.28502655029297,79.98091621719065,75.43444272329043,76.50146788270227,48792690
2019-03-08,77.75406646728516,79.65616043534403,77.56849166230906,79.19223404133626,26190794
2019-03-11,79.65616607666016,80.21287637310517,78.03242358263815,78.03242358263815,23446148
2019-03-12,79.23863983154297,81.04795017221723,78.63553402499957,80.49123984269868,28275260
2019-03-13,78.72832489013672,79.74896176469923,77.290157001103,79.05307202127618,26167126
2019-03-14,78.357177734375,79.56338938461636,77.66128803130255,78.91389515999786,23309588
2019-03-15,79.84174346923828,81.00155957379458,78.96027898240206,79.14585380650449,47765635
2019-03-18,80.39845275878906,80.81598371952475,78.91388957967197,80.21287793705216,28960560
2019-03-19,83.97068786621094,85.31607174629717,81.18712915241389,81.32630850389492,76686943
2019-03-20,86.80064392089844,87.35735425982224,82.90365739051971,84.43461613177722,65416389
