Price,Close,High,Low,Open,Volume
Ticker,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS
Date,,,,,
2019-01-01,109.30738830566406,109.92794658904195,104.78615283347814,105.89429745635155,23311973
2019-01-02,105.80565643310547,110.32688553458068,104.78616193875847,109.48469825344715,25568039
2019-01-03,105.76133728027344,109.39605069500824,104.69751426579919,107.62301910112991,40246215
2019-01-04,107.88896942138672,108.50953453531682,105.05212158609663,106.73650294736582,22277306
2019-01-07,108.77548217773438,109.7063264408457,107.80031618430924,108.59818172932201,14244449
2019-01-08,109.79498291015625,110.06094036148093,107.8889725452065,108.95279558692631,11438177
2019-01-09,108.99710845947266,110.45986079569458,107.62301310887142,110.0166029219048,12747179
2019-01-10,109.44036865234375,110.06093374694647,108.02194477887525,108.5981813797283,8763655
2019-01-11,107.40138244628906,109.83930071296118,106.0716088462861,109.75065049234331,13442566
2019-01-14,107.22408294677734,109.13009326313303,106.47054587200755,107.22408294677734,13655552
2019-01-15,107.3570556640625,108.2878999043214,107.04677650516899,107.5343628717005,8076763
2019-01-16,107.2684097290039,109.26307024049365,107.09110927785851,107.3570599545766,10282923
2019-01-17,105.67267608642578,107.80031526716546,104.69751010129717,107.7116650437135,9553120
2019-01-18,104.60885620117188,106.29323744187249,104.2099268278699,105.67267237236265,6772442
2019-01-21,103.23475646972656,105.58402456193704,102.65852664260001,104.8748160194819,8481086
2019-01-22,100.88549041748047,103.58935927253,100.53088278106696,103.2347516361165,9138823
2019-01-23,98.66920471191406,101.68335282146505,98.44757577658953,101.0627945079877,10399387
2019-01-24,100.17627716064453,101.77200817482947,98.80217507823095,99.28976143355919,13283892
2019-01-25,97.69403076171875,101.24009368248645,97.07347245601571,100.44223493617633,8760153
2019-01-28,96.76319885253906,99.28976747576925,95.43342518098859,98.4032516947356,13633282
2019-01-29,100.8411636352539,101.99363678223095,96.49723523363501,97.07347180712354,18274599
2019-01-30,100.79684448242188,104.87482260273197,99.55572776432281,103.27909144577768,32710788
2019-01-31,99.6886978149414,101.9049872884935,98.0043232259048,101.41740766245927,14842463
2019-02-01,98.49189758300781,101.06279458751105,96.8075163205003,100.57520822398206,16494373
2019-02-04,97.78268432617188,99.64436594175687,95.56639507819499,97.56105540137419,15219147
2019-02-05,95.69937896728516,98.58055534927988,95.03449210990176,97.7826965312829,12325444
2019-02-06,96.80752563476562,97.33944054200354,93.97067769286544,96.1869672610934,11075323
2019-02-07,96.54156494140625,97.78268832372858,95.74369942680059,96.98482280912292,11079690
2019-02-08,92.9955062866211,96.18696172858658,92.50791990422447,95.74370384043641,10370510
2019-02-11,92.1089859008789,92.9511731407869,91.22247016894278,92.81819442828083,7582047
2019-02-12,91.00084686279297,93.39443678159148,90.69056769014556,92.10899159623277,7360166
2019-02-14,91.88735961914062,92.55224643727684,89.75972044838905,90.77921492224694,10652960
2019-02-15,89.40511322021484,92.59656860981495,88.91753360939703,92.41926816289548,10362257
2019-02-18,87.89804077148438,90.38028089258634,87.32180416287153,89.40511488916847,9448271
2019-02-19,90.82353210449219,92.46359158464077,88.03101301900273,88.47427087556653,17163902
2019-02-20,91.26679229736328,92.3749369671398,90.42460505376444,90.86786292167506,11097310
2019-02-21,91.31111907958984,92.68522114981106,90.86786121998018,92.64089265841882,10298813
2019-02-22,91.13382720947266,91.88736428894012,90.64624081262846,91.35545616011478,9600642
2019-02-25,91.22247314453125,91.97601018854094,90.86786548747418,91.08949442768754,10977553
2019-02-26,89.98135375976562,90.6905691056682,88.07534343578389,90.6905691056682,11658555
2019-02-27,89.53809356689453,91.84303323669292,88.91753522780296,90.20298040031207,11698000
2019-02-28,89.53809356689453,90.15865190598612,89.31646462242202,89.71539401704109,18331980
2019-03-01,95.83234405517578,96.45290909191202,90.06999211113052,90.4245997373258,29505475
2019-03-05,99.77735137939453,100.79683909136655,95.38909431426283,96.18695985006664,22697797
2019-03-06,99.37841033935547,100.66386218477714,98.403244405173,99.73301797821587,11474316
2019-03-07,102.12661743164062,103.63369834944956,98.53623250059397,99.28976957770904,25364521
2019-03-08,100.70819091796875,103.58936719331844,100.22061129874905,102.52555096631308,16938684
2019-03-11,102.88015747070312,103.89964519193906,101.28442638459536,101.50605532635596,11888797
2019-03-12,102.25959014892578,104.43155778903227,101.46172462324542,103.67801399259179,11380491
2019-03-13,102.4368896484375,104.29857122588473,100.66385828637767,102.61419007921232,13704339
2019-03-14,103.32341766357422,104.52021262311496,101.41740736911667,102.83583127537158,15301986
2019-03-15,104.74182891845703,106.24890286864806,102.83581885421928,103.19042647884596,21121349
2019-03-18,106.86946868896484,107.62300566960474,104.52020076755275,104.83047990504237,24863255
2019-03-19,110.2825698852539,111.56801512493631,107.31274322684428,107.44571518961358,32738805
