date,nifty_close,nifty_return,banknifty_close,banknifty_volume,banknifty_return,usdinr,usdinr_change
2019-01-02,10792.5,,27174.3828125,0,,69.70999908447266,0.0
2019-01-03,10672.25,-1.1141996757007222,26959.537109375,0,-0.7906185196823401,69.95999908447266,0.3586286089274804
2019-01-04,10727.349609375,0.5162885930801941,27194.68359375,0,0.8722200363493249,70.30000305175781,0.4859976725766213
2019-01-07,10771.7998046875,0.4143632577580325,27304.234375,0,0.40283896252124585,69.5250015258789,-1.1024203303495184
2019-01-08,10802.150390625,0.28175965472634346,27509.1796875,146100,0.7505990085100223,69.80999755859375,0.40991877232647855
2019-01-09,10855.150390625,0.4906430486840696,27720.078125,0,0.7666474969292958,70.33000183105469,0.7448851033470927
2019-01-10,10821.599609375,-0.30907707440862575,27528.23046875,0,-0.6920891614550562,70.55049896240234,0.3135178808573391
2019-01-11,10794.9501953125,-0.24626132017869784,27453.58203125,0,-0.27117049018003936,70.72000122070312,0.24025663998650248
2019-01-14,10737.599609375,-0.5312723532749919,27247.93359375,0,-0.7490768864547914,70.37000274658203,-0.4949073360856149
2019-01-15,10886.7998046875,1.3895116296032572,27400.431640625,0,0.5596683005348213,71.08499908447266,1.0160527355178361
2019-01-16,10890.2998046875,0.03214902508350548,27483.37890625,0,0.30272247792628715,71.09249877929688,0.010550319927982166
2019-01-17,10905.2001953125,0.1368225934293088,27528.4296875,0,0.16392009659247364,71.36499786376953,0.38330216148205754
2019-01-18,10906.9501953125,0.01604738994844812,27456.380859375,0,-0.2617251653759034,71.03019714355469,-0.46913855564594265
2019-01-21,10961.849609375,0.5033434010370152,27533.279296875,0,0.28007492281614255,71.2300033569336,0.28129756274657414
2019-01-22,10922.75,-0.3566880660501037,27481.9296875,0,-0.18650015794097197,71.5,0.37904903880665586
2019-01-23,10831.5,-0.8354123274816327,27250.43359375,0,-0.8423574922953647,71.2302017211914,-0.3773402500819478
2019-01-24,10849.7998046875,0.1689498655541799,27266.083984375,0,0.057431712310762606,71.15730285644531,-0.10234263414194977
2019-01-25,10780.5498046875,-0.6382606245884936,27114.986328125,0,-0.554159725821235,70.98999786376953,-0.2351199187710984
2019-01-28,10661.5498046875,-1.1038398055380982,26652.740234375,0,-1.7047624076082846,70.9749984741211,-0.02112887744724068
2019-01-29,10652.2001953125,-0.08769465552643796,26573.091796875,0,-0.29883770599045123,71.09010314941406,0.16217636881661335
2019-01-30,10651.7998046875,-0.003758759858607519,26825.1875,0,0.94868788717557,71.62000274658203,0.7453915154044033
2019-01-31,10830.9501953125,1.6818790618479573,27295.1328125,0,1.7518808116439022,71.12000274658203,-0.6981289874690266
2019-02-01,10893.650390625,0.5788983808607595,27085.634765625,231600,-0.7675289521912765,71.19999694824219,0.11247778201752823
2019-02-04,10912.25,0.17073807867935553,27186.283203125,0,0.3715934234915341,71.45169830322266,0.3535131541697156
2019-02-05,10934.349609375,0.20252110586724825,27271.3828125,0,0.31302406709725616,71.68499755859375,0.3265132402886062
2019-02-06,11062.4501953125,1.171542803311021,27402.03125,0,0.4790678873831,71.7699966430664,0.11857304508267053
2019-02-07,11069.400390625,0.06282690714798367,27386.83203125,0,-0.055467489294247496,71.54049682617188,-0.3197712520956353
2019-02-08,10943.599609375,-1.1364733121095205,27294.083984375,0,-0.33865927526472994,71.58000183105469,0.05522047879931158
2019-02-11,10888.7998046875,-0.5007475295473629,27227.484375,0,-0.24400749046249448,71.1500015258789,-0.6007268708803304
2019-02-12,10831.400390625,-0.5271417887377283,27010.435546875,0,-0.7971681303186817,71.2300033569336,0.11244108129160324
2019-02-14,10746.0498046875,-0.7879921603800577,26970.28515625,0,-0.1486476978696638,70.86509704589844,0.07781314673693807
2019-02-15,10724.400390625,-0.2014639281967212,26793.939453125,0,-0.6538518302767526,71.01000213623047,0.2044801974068866
2019-02-18,10640.9501953125,-0.778133902809619,26653.939453125,0,-0.5225062191579699,71.31999969482422,0.4365547799858316
2019-02-19,10604.349609375,-0.34395975233135756,26684.5390625,0,0.11480332739861598,71.69999694824219,0.5328060222153264
2019-02-20,10735.4501953125,1.236290680397767,26955.1875,0,1.0142518739637785,71.5999984741211,-0.1394678917396308
2019-02-21,10789.849609375,0.5067269008080633,27052.0859375,0,0.35947973836205627,71.30000305175781,-0.4189880289895642
2019-02-22,10791.650390625,0.016689586186968697,26867.23828125,0,-0.6833027836635752,71.18499755859375,-0.1612980199742431
2019-02-25,10880.099609375,0.8196078963680797,27158.93359375,0,1.0856914635084314,71.03099822998047,-0.21633677585859434
2019-02-26,10835.2998046875,-0.4117591409631749,26952.63671875,0,-0.7595912199125365,71.08999633789062,0.08305966321793257
2019-02-27,10806.650390625,-0.2644081343287419,26798.990234375,0,-0.5700610518306504,70.94000244140625,-0.21099156591801727
2019-02-28,10792.5,-0.13094150466157473,26789.58984375,0,-0.035077406061900795,71.19000244140625,0.3524104756078783
2019-03-01,10863.5,0.6578642575862936,27043.5859375,0,0.9481149029583191,70.81600189208984,-0.5253554382502412
2019-03-05,10987.4501953125,1.1409784628572783,27553.73046875,0,1.8863790195168262,70.9000015258789,-0.12677326468346628
2019-03-06,11053.0,0.5965879573721855,27625.330078125,0,0.25985450302710156,70.74250030517578,-0.2221455815422435
2019-03-07,11058.2001953125,0.047047817900125466,27764.27734375,0,0.502970517391299,70.36499786376953,-0.5336289214796563
2019-03-08,11035.400390625,-0.20618006804727917,27761.478515625,0,-0.010080680618296256,70.48750305175781,0.17409961160725906
2019-03-11,11168.0498046875,1.2020353532001593,27966.326171875,0,0.7378845335442197,69.98690032958984,-0.7102006745796974
2019-03-12,11301.2001953125,1.1922438828049886,28443.369140625,0,1.7057763176264062,69.79010009765625,-0.2811958109400492
2019-03-13,11341.7001953125,0.358369016565141,28883.96484375,0,1.5490278277045189,69.84500122070312,0.07866606147584054
2019-03-14,11343.25,0.013664659273393553,28922.763671875,0,0.13432653146783213,69.72630310058594,-0.16994504695062584
2019-03-15,11426.849609375,0.7369987382364052,29381.107421875,0,1.584716298898159,69.3373031616211,-0.5578955453922174
2019-03-18,11462.2001953125,0.30936423551506387,29595.755859375,0,0.7305661914573935,68.9530029296875,-0.5542474460505264
2019-03-19,11532.400390625,0.6124495656707252,29767.50390625,0,0.5803130951987256,68.61799621582031,-0.4858478958614798
2019-03-20,11521.0498046875,-0.09842344657688962,29831.8515625,0,0.216167457146077,69.31749725341797,1.0194133844969144
