date,avg_sentiment,std_sentiment,min_sentiment,max_sentiment,article_count,sentiment_distribution,bank
2025-11-25,0.4939,,0.4939,0.4939,1,{'positive': 1},HDFC Bank
2025-12-02,0.765,0.0,0.765,0.765,2,{'positive': 2},HDFC Bank
2025-12-03,0.5659000000000001,0.49611916915192866,0.0,0.926,3,"{'positive': 2, 'neutral': 1}",HDFC Bank
2025-12-04,0.18490000000000004,0.8298605184005322,-0.4019,0.7717,2,"{'negative': 1, 'positive': 1}",HDFC Bank
2025-12-05,0.7717,,0.7717,0.7717,1,{'positive': 1},HDFC Bank
2025-12-07,0.8553,,0.8553,0.8553,1,{'positive': 1},HDFC Bank
