date,avg_sentiment,std_sentiment,min_sentiment,max_sentiment,article_count,sentiment_distribution,bank
2025-11-25,0.2023,,0.2023,0.2023,1,{'positive': 1},Canara Bank
2025-12-03,0.0,,0.0,0.0,1,{'neutral': 1},Canara Bank
2025-12-08,0.4404,,0.4404,0.4404,1,{'positive': 1},Canara Bank
