date,sentiment_score,news_volume,sentiment_polarity,earnings_event
2026-01-20 08:58:40,0.9999932050704956,1,0.0,0
2026-01-20 09:56:50,0.9999971389770508,1,0.0,0
2026-01-20 13:30:00,0.9999997615814209,1,1.0,1
2026-01-20 14:45:52,0.9999977350234985,1,0.0,0
2026-01-20 14:50:14,0.9999439716339111,1,0.0,0
2026-01-20 16:34:51,0.9999861717224121,1,0.0,0
2026-01-20 19:34:00,0.999975323677063,1,0.0,0
2026-01-21 01:39:02,0.9999861717224121,1,0.0,1
2026-01-21 03:20:15,0.9999948740005493,1,0.0,0
2026-01-21 07:23:00,0.9968609809875488,1,0.0,0
2026-01-21 09:25:19,0.9999780654907227,1,-1.0,0
2026-01-21 16:01:00,0.9999978542327881,1,0.0,0
2026-01-22 06:50:14,0.9999325275421143,1,0.0,0
