date,sentiment_score,news_volume,sentiment_polarity,earnings_event
2026-01-16 08:00:00,0.0,5,0.0,1
2026-01-19 15:43:16,0.0,1,0.0,0
2026-01-20 05:18:40,0.0,1,0.0,0
2026-01-20 08:00:00,0.0,4,0.0,0
2026-01-21 08:00:00,0.0,2,0.0,1
2026-01-23 08:00:00,0.0,5,0.0,1
2026-01-24 08:00:00,0.0,1,0.0,0
2026-01-25 08:00:00,0.0,1,0.0,0
2026-01-27 08:00:00,0.0,5,0.0,0
2026-01-28 08:00:00,0.0,1,0.0,1
2026-01-29 03:02:22,0.0,1,0.0,0
2026-01-29 03:22:33,0.0,1,0.0,0
2026-01-29 08:00:00,0.15942155122756957,25,0.16,1
2026-01-29 08:39:29,0.0,1,0.0,0
2026-01-29 09:47:47,0.0,1,0.0,0
2026-01-29 22:02:47,0.0,1,0.0,1
2026-01-30 06:09:23,0.0,1,0.0,0
2026-01-30 08:00:00,0.24853720515966415,8,0.25,1
2026-01-30 12:07:40,-0.7315008640289307,1,-1.0,1
2026-01-31 08:00:00,0.0,3,0.0,0
2026-02-01 08:00:00,0.0,2,0.0,0
2026-02-02 06:25:00,0.0,1,0.0,0
2026-02-02 08:00:00,0.0,1,0.0,0
2026-02-02 12:48:42,0.0,1,0.0,0
2026-02-03 02:58:48,0.0,1,0.0,0
2026-02-03 08:00:00,0.0,2,0.0,0
2026-02-05 11:35:36,0.0,1,0.0,0
2026-02-06 08:00:00,0.0,1,0.0,0
2026-02-06 17:34:00,0.0,1,0.0,0
2026-02-07 04:42:16,0.0,1,0.0,0
2026-02-07 07:18:00,0.0,1,0.0,0
2026-02-08 07:28:34,0.0,1,0.0,0
2026-02-08 11:40:17,0.0,1,0.0,0
2026-02-09 08:26:00,0.0,1,0.0,0
2026-02-09 14:09:30,0.0,1,0.0,0
2026-02-10 12:39:05,0.0,1,0.0,0
2026-02-11 12:47:19,0.0,1,0.0,0
2026-02-12 00:05:29,0.0,1,0.0,0
2026-02-12 01:13:55,0.0,1,0.0,0
2026-02-12 05:23:00,0.0,1,0.0,0
2026-02-12 08:49:00,0.0,1,0.0,0
2026-02-12 09:37:00,0.0,1,0.0,0
2026-02-12 10:10:23,0.0,1,0.0,0
2026-02-12 10:28:56,0.0,1,0.0,0
2026-02-13 10:49:58,-0.9996243715286255,1,-1.0,1
2026-02-13 13:46:00,0.0,1,0.0,0
2026-02-13 14:41:00,0.0,1,0.0,0
2026-02-14 05:45:00,0.0,1,0.0,1
