Date,usd_inr_rate,usd_inr_change_1d,usd_inr_change_5d,usd_inr_change_20d,usd_inr_momentum,usd_inr_volatility,inr_weakness_score
2023-03-29,82.16429901123047,-0.00061543766740213,-0.006201276410400247,-0.0057009448733550405,-0.0012424390940466656,0.0029059169459962225,-0.002479289718294926
2023-03-30,82.25540161132812,0.001108785703693549,-0.0032765631162277042,-0.0019958453906209206,-0.0006549228250172679,0.0028679295499465366,-0.000735931500896072
2023-03-31,82.10050201416016,-0.0018831541045766231,-0.0020032131167426748,-0.0030987002115702156,-0.0004002221883196322,0.002892294286328549,-0.0014742922333493412
2023-04-03,82.18479919433594,0.0010267559650396496,-0.0018703130404600365,0.005779992775125642,-0.00037356502463297135,0.002268410694375145,-0.0002624610335120425
2023-04-04,82.14089965820312,-0.0005341563958684015,-0.0009000497491153947,0.0035001053237915247,-0.00017944129982279123,0.002248974938085244,-0.0005375098730288164
2023-04-05,82.11479949951172,-0.00031774863435896084,-0.0006024454941432333,0.0004897895290081333,-0.00011990349321415739,0.002171309413508709,-0.0003438041499508015
2023-04-06,81.94999694824219,-0.002006977454417469,-0.0037128827663991393,-0.00017694829991410366,-0.0007430561248363609,0.002198312375914541,-0.0021395726491376375
2023-04-07,81.831298828125,-0.001448421287826962,-0.003278946893512602,-0.002281235267874937,-0.0006561095614864287,0.002215199138534932,-0.001759885451630494
2023-04-10,81.88480377197266,0.0006538444899919504,-0.0036502543694717504,-0.0008930965978828365,-0.0007306918564959686,0.0022163814540178206,-0.0010527460717935353
2023-04-11,81.98390197753906,0.0012102148506378807,-0.001911321659701204,-0.005259745952206241,-0.00038181760719471216,0.0018070354984315693,-0.00020385583981362247
2023-04-12,82.07009887695312,0.0010513881058951124,-0.0005443674323147851,-0.0028528343135084677,-0.00010799025914389748,0.0018101933465371155,0.0002248479349204402
2023-04-13,81.96060180664062,-0.0013341895746545873,0.00012940645263403994,-0.009128816555909247,2.6567316808678854e-05,0.0013638135441113289,-0.00048688369902901926
2023-04-14,81.68070220947266,-0.0034150505364552997,-0.00184033029915176,-0.011402427583231622,-0.00036675853291698866,0.001511029689071554,-0.0020281468642027447
2023-04-17,81.84480285644531,0.002009050394202294,-0.0004885023067129346,-0.008338413711150183,-9.571735207491994e-05,0.001610807590127521,0.0006283542600445613
2023-04-18,82.00370025634766,0.001941447646725214,0.00024148983313843075,-0.006366218265744683,5.052920714254672e-05,0.0016940843059436261,0.0008641847707743788
2023-04-19,82.10790252685547,0.0012707020559081794,0.00046062634771559807,-0.0068834066647964764,9.439199714516011e-05,0.0016636406353323706,0.0006747863258214993
2023-04-20,82.34010314941406,0.002827993596385525,0.004630289851564884,-0.002250198810704318,0.0009268286313531826,0.0017675258705638294,0.00279833298342963
2023-04-21,82.14089965820312,-0.002419276677968929,0.005634102502575011,-0.001512147679096798,0.0011259834030504568,0.0017073208884052565,0.0010603151005000688
2023-04-24,82.05480194091797,-0.001048171101648676,0.002565820640328065,-0.0034491222500908636,0.0005145391038802627,0.0017045972735666368,0.0005048394826030277
2023-04-25,81.85230255126953,-0.0024678554436612377,-0.0018462301652834023,-0.004410327289046223,-0.0003673215141970276,0.0017570445774183997,-0.001651207681308624
2023-04-26,81.9916000366211,0.0017018151109959856,-0.0014164591550287486,-0.0021018736444859965,-0.0002810989031794664,0.001805301676626403,0.00017145862693592975
2023-04-27,81.76689910888672,-0.0027405359528782647,-0.00696141999588229,-0.005938850128647699,-0.0013948048130322244,0.001873154822526033,-0.0036030818238256598
2023-04-28,81.76509857177734,-2.2020366786557055e-05,-0.004575078773053742,-0.00408527882478682,-0.00091535355079575,0.0018360242981730927,-0.0016559378438694703
2023-05-01,81.74479675292969,-0.0002482944337165449,-0.0037780261563667983,-0.005353817807181249,-0.0007553782172093238,0.001813067066094753,-0.0014593390855594545
2023-05-02,81.77469635009766,0.0003657675883437239,-0.0009481248389227037,-0.004458233469919137,-0.00018865361080833143,0.0018172452030557403,-0.00019472649958182095
2023-05-03,81.77870178222656,4.898131460806532e-05,-0.002596586166137005,-0.004093022443380057,-0.0005192203700859155,0.0018180762811562444,-0.00091514943502365
2023-05-04,81.77999877929688,1.585983932295143e-05,0.0001602074990358915,-0.002074413365172889,3.205878835432774e-05,0.00176804287853238,6.402382194624634e-05
2023-05-05,81.71610260009766,-0.000781317928013836,-0.0005992284304124906,-0.0014077282125180002,-0.00011980072389112806,0.0017474847838343007,-0.0005282359174966201
2023-05-08,81.72979736328125,0.00016758952945439276,-0.00018349045130994224,-0.0018929813781206617,-3.6623931256940524e-05,0.0017402665213758774,1.001497011692274e-06
2023-05-09,81.78710174560547,0.0007011443093332126,0.00015170212867188226,-0.0024004740831622406,3.0451412940957213e-05,0.0017238430427810917,0.00033510378621713687
