Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Diff,ADX,RSI_14,Stoch_K,Stoch_D,ROC_12,Williams_R,BB_High,BB_Mid,BB_Low,BB_Width,BB_Percent,ATR_14,StdDev_20,OBV,Volume_SMA_20,VWAP,Returns,Log_Returns,Volatility_20,Price_Change,HL_Range,Avg_Price
Date,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,
2019-01-01,504.39251708984375,505.0734392889884,494.4131488100753,499.5906340212171,6373440.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,6373440.0,,501.2930350629691,,,,,10.660290478913112,501.2930350629692
2019-01-02,499.790283203125,504.25164819295793,497.7239553215136,503.1480588449512,8134232.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-1760792.0,,500.89808519753865,-0.009124310394753476,-0.009166191869215698,,-4.60223388671875,6.527692871444344,500.5886289058655
2019-01-03,495.868896484375,499.73148713984256,493.8025689909968,498.7805006843661,12771664.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-14532456.0,,498.82384048046816,-0.007846064340463088,-0.007877006659835253,,-3.92138671875,5.928918148845753,496.46765087173816
2019-01-04,497.1956481933594,499.7902956780035,495.52854089345584,496.6790805416476,7287120.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-7245336.0,,498.5457732013437,0.0026756098605715817,0.0026720367885207518,,1.326751708984375,4.261754784547634,497.5048282549396
2019-01-07,497.9469604492188,501.3986936022391,497.3247404325629,499.6023729626674,5387012.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-1858324.0,,498.5922037704865,0.001511099822754769,0.0015099592602755394,,0.7513122558594318,4.0739531696762015,498.8901314946736
2019-01-08,493.8026123046875,498.6161898378525,492.3115543821739,498.26397684762094,8343460.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-10201784.0,,497.9561109672133,-0.008322870654321357,-0.008357699125489459,,-4.144348144531307,6.3046354556786355,494.9101188415713
2019-01-09,497.04296875,498.1113595877368,493.7086973385452,497.324727668682,8568628.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-1633156.0,,497.7047073721571,0.006562048001708787,0.0065406114918886305,,3.2403564453125,4.402662249191565,496.28767522542734
2019-01-10,495.0940551757813,498.6866391068716,491.3723150175811,497.0899287679056,7691540.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-9324696.0,,497.38853651222763,-0.003921016283803369,-0.0039287236218144075,,-1.9489135742186932,7.314324089290494,495.05100310007805
2019-01-11,495.8923645019531,498.7335720946062,494.9766336984133,496.3385353322993,6408040.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-2916656.0,,497.3113903767767,0.0016124397330692375,0.0016111411478623606,,0.7983093261718182,3.7569383961928793,496.5341900983242
2019-01-14,493.4855651855469,495.4227365042525,492.73418898779966,495.4227365042525,4855160.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-7771816.0,,497.09171412515286,-0.004853471214108174,-0.004865287554537273,,-2.40679931640625,2.688547516452843,493.8808302258663
2019-01-15,498.2405395507813,499.3206824621904,493.5678695205851,494.28404749491017,5087556.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,-2684260.0,,497.08865285722624,0.009635488250698154,0.009589362990026115,,4.754974365234432,5.7528129416053275,497.0430305111856
2019-01-16,497.84130859375,498.96840162504026,495.035356576937,497.806110225345,5252452.0,,,,497.7446984036437,,,,,0.0,,,,,,,,,,,0.0,,-7936712.0,,497.100420604895,-0.0008012815604913071,-0.0008016027581522026,,-0.39923095703130684,3.9330450481032813,497.28168893190906
2019-01-17,500.6824951171875,501.5277718601346,496.23288267155743,499.0270826718783,8240228.0,,,,498.1966671288043,,,,,0.0,51.67029969296815,,,-0.7355426274088461,,,,,,,5.521627220817681,,303516.0,,497.30822587483493,0.0057070124041394,0.005690789103966318,,2.8411865234375,5.2948891885771445,499.4810498829599
2019-01-18,500.20111083984375,502.2556864623522,496.5146266167229,501.3164518920626,5207976.0,,,,498.5050430843488,,,,,0.0,50.40930184502206,64.43847707218691,,0.08220000478716415,-35.561522927813094,,,,,,5.537300979732793,,-4904460.0,,497.431037624943,-0.0009614561763959806,-0.0009619186718553867,,-0.48138427734375,5.741059845629252,499.6571413063063
2019-01-21,504.4042663574219,508.7130287653848,499.3206811306673,502.4788465575729,17561512.0,,,,499.4126158955908,,,,,0.0,59.66525107711892,75.15233530391059,,1.7212956758452036,-24.847664696089417,,,,,,5.812661455088844,,12657052.0,,498.43747897675644,0.008402931194056995,0.00836782310453215,,4.203155517578125,9.39234763471751,504.14599208449135
2019-01-22,501.51611328125,504.0872567141924,499.9194028837618,503.899398315723,8796976.0,,,,499.73623087799996,,,,,0.0,52.42448750802967,58.497005435855556,66.02927260398435,0.8689667947798281,-41.502994564144444,,,,,,5.717818742129647,,3860076.0,,498.67516049426206,-0.005725869642278836,-0.005742325279144588,,-2.888153076171875,4.167853830430602,501.8409242930681
2019-01-23,494.3660888671875,501.51605783276256,493.4386062023111,501.081638917228,7624288.0,,,,498.9100551840288,,,,,0.0,39.60914177389764,17.264421137137806,50.30458729230131,-0.7191271092007174,-82.7355788628622,,,,,,5.886367909044592,,-3764212.0,,498.5476103025401,-0.01425681892308961,-0.014359423745754446,,-7.1500244140625,8.077451630451435,496.44025096742035
2019-01-24,493.6265869140625,498.1818527389698,492.6051461440316,495.44635432925287,10111572.0,,,,498.09721391172627,,,,,0.0,38.55925785404886,12.999879527836045,29.5871020336098,-0.035646913612597156,-87.00012047216396,,,,,,5.864249243751276,,-13875784.0,,498.2842304282597,-0.0014958589793638843,-0.0014969788933685646,,-0.739501953125,5.576706594938173,494.8045285990213
2019-01-25,492.1589660644531,495.4462874026699,490.7501140623602,491.4545400634067,11262236.0,,,,497.1836373198381,,,,,0.0,36.491963519216434,7.843114691491111,12.70247178548832,-0.9826117644978505,-92.15688530850889,,,,,,5.780815250648308,,-25138020.0,,497.884577510512,-0.002973139795375057,-0.0029775683554936236,,-1.467620849609375,4.696173340309713,492.7851225098277
2019-01-28,489.3764343261719,493.57954363735365,487.6388732134737,490.7500878854749,15360436.0,497.1462890625,,,495.98252916696634,,,,,0.0,32.891426395981185,8.244985704969874,9.69599330809901,-1.1548554844956502,-91.75501429503012,504.79876684699934,497.1462890625,489.49381127800063,3.0785617645583203,-0.007669212190757054,5.792233477307712,3.925638273354451,-40498456.0,8516276.4,497.19140588118745,-0.005653725584909619,-0.005669768387716021,,-2.78253173828125,5.940670423879965,490.19828372566644
2019-01-29,483.142333984375,489.106451168911,482.0621911904821,487.9911100056597,14762788.0,496.0837799072266,,,494.00711452349077,,,,,0.0,26.566884973420414,4.05294126631903,6.713680554260006,-2.5711286219104323,-95.94705873368098,505.1813235791895,496.0837799072266,486.9862362352637,3.6677448610249894,-0.21126044509876502,5.900948452906429,4.666941432291616,-55261244.0,8935743.8,496.200690847791,-0.012738865021934886,-0.012820700096440712,0.006713953445090751,-6.234100341796875,7.044259978428897,484.7703254479227
2019-01-30,477.7651977539063,483.0601448204378,476.19199110261167,483.0601448204378,18514160.0,494.98252563476564,,,491.50835809740084,,,,,0.0,22.54084202528267,4.837504472052842,5.711810481113915,-3.18557796634433,-95.16249552794716,506.9106736074354,494.98252563476564,483.0543776620959,4.819623867478192,-0.22171002239024626,5.97590519782478,6.119010800213804,-73775404.0,9454740.2,494.63710785067803,-0.011129507501701497,-0.011191903862773139,0.006837752615193376,-5.377136230468693,6.8681537178261465,479.0057778923186
2019-01-31,488.3902893066406,490.6914257737419,474.7831381335117,476.89641619642055,16579404.0,494.6085952758789,,,491.02865520651466,,,,,0.0,41.42890546316793,40.103728363764894,16.331391367378924,-1.9770069800064376,-59.896271636235106,506.8664826839635,494.6085952758789,482.35070786779426,4.956601047843708,0.24635490757008396,6.685361086568022,6.288163561496024,-57196000.0,9645127.2,493.8829547076643,0.022239149278108883,0.021995465658086116,0.008615179875180819,10.625091552734318,15.908287640230185,484.62161773796475
2019-02-01,490.8558044433594,497.0899864998272,487.6037385495914,488.39031324909945,15654188.0,494.2916030883789,,,491.0020627814139,,,,,0.0,44.79300213773815,47.37022728493351,30.77048670691708,-1.403158803780776,-52.62977271506649,506.59330974918396,494.2916030883789,481.98989642757385,4.9775098682408805,0.3603527648742242,6.885424433972863,6.310642363843873,-41541812.0,10063480.6,493.74800202381346,0.005048247663193672,0.005035547983778252,0.008680550277324279,2.46551513671875,9.486247950235793,491.8498431642593
2019-02-04,494.2487182617188,496.1506913103842,489.0242256532682,491.9241354923119,7938288.0,494.10669097900393,,,491.50154823992233,,,,,0.0,49.1236320019195,57.370005519326625,48.28132038934168,-1.285001356790561,-42.629994480673375,506.29370280103416,494.10669097900393,481.9196791569737,4.932947496777813,0.5058269937204023,6.902641664197374,6.25180515300442,-33603524.0,10191044.4,493.72824245560724,0.0069122414111146835,0.006888461389727778,0.008832559042471825,3.392913818359432,7.126465657116,493.1412117417904
2019-02-05,496.3973388671875,497.5596304556025,492.3938391058983,494.9767347807504,8690288.0,494.2364273071289,,,492.2547467979631,494.89222041541336,-2.6374736174502686,,,0.0,51.7071492733525,63.702535820648365,56.147589541636165,-0.7604485256479481,-36.29746417935163,506.46290888902547,494.2364273071289,482.00994572523234,4.947624621079892,0.5883701310791732,6.778580927447861,6.272052712596857,-24913236.0,10208385.8,493.78751772883317,0.004347245680323519,0.0043378237043810094,0.008682640842741755,2.148620605468693,5.165791349704193,495.4502694762294
2019-02-06,498.4165954589844,499.43803609380046,496.2916228778102,496.9138429165516,10875684.0,494.30510864257815,,,493.2027235150433,495.1532852334557,-1.9505617184123594,,,12.384288276102916,54.067785718618595,69.65379753765497,63.57544629254331,-1.1870777663475638,-30.34620246234502,506.6090677432313,494.30510864257815,482.001149541925,4.978285227292649,0.6670798310841249,6.51914037662946,6.311797841105638,-14037552.0,10323738.6,493.96350228860683,0.004067823160383899,0.004059571936529314,0.008605499924787045,2.019256591796875,3.1464132159902647,498.048751476865
2019-02-07,497.1486511230469,500.1424616328208,494.4718552448418,498.9801701942932,7217308.0,494.40783843994143,,,493.80978930089,495.30109011416613,-1.4913008132761547,,,11.722199318478392,52.337751519480534,65.91684374168129,66.42439236666154,-0.8708518116453527,-34.0831562583187,506.77059927022026,494.40783843994143,482.0450776096626,5.001037552029267,0.610849539222366,6.458530806011573,6.341962491936175,-21254860.0,10300027.0,494.05128714877185,-0.002543944859560443,-0.002547186185621491,0.008576478660203947,-1.2679443359375,5.670606387979035,497.25432266690314
2019-02-08,498.4165954589844,503.65284021287,494.6596567765675,495.9159060790346,12235644.0,494.53404998779297,,,494.5185287098276,495.53186828785635,-1.0133395780287628,,,11.697983616246963,53.92542830419301,80.64892742091715,72.07318956675114,0.8193334217317345,-19.351072579082846,507.0059143620242,494.53404998779297,482.0621856135617,5.04388499620566,0.655652168540789,6.639577422460925,6.397931429051659,-9019216.0,10591407.2,494.2614964552065,0.0025504330205325942,0.002547186185621405,0.0085869259003998,1.2679443359375,8.993183436302502,498.9096974828073
2019-02-11,502.4082946777344,503.1714227744917,496.2211212736685,496.2211212736685,7036364.0,494.98018646240234,,,495.73233885873634,496.0412332056251,-0.30889434688873507,,,11.675497607032067,58.60085492357038,95.68909463729636,80.75162193329827,1.7790183909200012,-4.310905362703623,507.90040827801437,494.98018646240234,482.0599646467903,5.220500605469555,0.7874605529742666,6.661771999486803,6.627933943478139,-1982852.0,10700467.4,494.4153868051875,0.008008760653473335,0.007976860735886784,0.00866284506217823,3.99169921875,6.95030150082323,500.6002795752982
2019-02-12,500.0719909667969,504.3690009034476,498.9214514651015,502.0209143070628,9772388.0,495.07175903320314,,,496.3999776445918,496.33980785460074,0.06016978999105049,,,11.861363562015702,55.078003700703704,85.47613780924715,87.27138662248687,1.6078189056719248,-14.523862190752837,508.1085494277649,495.07175903320314,482.0349686386414,5.26662656743764,0.6917738869100619,6.575041816548184,6.687732362746034,-11755240.0,10934709.0,494.63410374834655,-0.004650209273388106,-0.00466105513327224,0.008494758383579245,-2.3363037109375,5.44754943834613,501.1208144451153
2019-02-14,495.49322509765625,502.4905346624277,494.413139652593,502.4905346624277,7441388.0,494.95435485839846,,,496.26047725275555,496.277098020753,-0.016620767997437724,,,11.079465974742103,48.87653467426658,69.9999426252642,83.7217250239359,1.2499152681731918,-30.000057374735796,507.93141980412963,494.95435485839846,481.9772899126673,5.243742102014147,0.5207624081990532,6.682352758925795,6.657093853961634,-19196628.0,11044155.8,494.70272762186426,-0.009156213408970215,-0.009198389175244834,0.008749130690464957,-4.578765869140625,8.077395009834731,497.465633137559
2019-02-15,493.2507629394531,495.00013322616223,487.9793202630101,494.8240267403591,8416524.0,494.58276824951173,,,495.7974442814782,496.05292505176783,-0.2554807702896369,,,11.32079657762437,46.13670043091889,62.42043691457783,72.6321724496964,2.0922258812876118,-37.57956308542217,507.3055837828163,494.58276824951173,481.85995271620715,5.144868098957326,0.4476528875793331,6.741749335762963,6.526666657371606,-27613152.0,11052970.6,494.6326658017092,-0.004525717092824344,-0.004535989154439866,0.00868446967851239,-2.242462158203125,7.020812963152139,492.07673880954184
2019-02-18,490.7265625,497.324708331435,489.8108317183066,494.69486298210586,7138744.0,494.10904083251955,,,495.01730862278924,495.65837967756283,-0.6410710547735903,-0.8592662994920434,0.21819524471845309,11.08741096744093,43.20106744793932,53.88865787172318,62.10301247052174,2.7129152158902134,-46.11134212827682,506.6642498827943,494.10904083251955,481.5538317822448,5.081958844193825,0.365295817896177,6.796901284146208,6.440686345742754,-34751896.0,11149509.0,494.5881432935214,-0.005117479037255901,-0.0051306181784595,0.008740302708925706,-2.524200439453125,7.513876613128389,492.6207008499139
2019-02-19,489.3529968261719,495.0118511073224,487.9793432416904,490.6796428178283,5268636.0,493.35647735595705,,,494.14587603869427,495.1913142811635,-1.0454382424692312,-0.8965006880874811,-0.14893755438175016,11.168382739165414,41.64810571491199,49.24601592982959,55.185036905376855,0.19711848097921633,-50.75398407017041,505.13329884341374,493.35647735595705,481.57965586850037,4.7741631165246465,0.33002712004893575,6.813730325680908,6.041381951250908,-40020532.0,10534865.2,494.5269711095643,-0.0027990448832247994,-0.002802969534581611,0.00846607816499091,-1.373565673828125,7.032507865631999,490.78139705839493
2019-02-20,495.0588684082031,495.6810884356774,488.8481334002276,490.3978935091957,4892500.0,493.0336151123047,,,494.2863364032341,495.18150347575903,-0.8951670725249414,-0.8962339649749732,0.0010668924500317756,11.103101672024337,49.731911883174,68.53182018844109,57.222164663331284,0.8562726419442286,-31.46817981155891,504.23809009358797,493.0336151123047,481.8291401310214,4.545116048012708,0.5903769832714857,6.815103519235828,5.747774388638185,-35128032.0,10339641.4,494.50740255437586,0.011660031958602879,0.011592577626067142,0.00888914657910213,5.70587158203125,6.8329550354498,493.1960300813694
2019-02-21,496.8316345214844,497.7826210860852,491.5954471195528,493.49736292242,5261544.0,493.15689239501955,,,494.6779207291188,495.303735405072,-0.6258146759532224,-0.8421501071706231,0.21633543121740073,10.601887920108158,51.95875351152907,55.04176300450462,57.60653304092509,0.5225944275282551,-44.95823699549538,504.47101469758815,493.15689239501955,481.84277009245096,4.588447399618197,0.6623962525856099,6.770251408328443,5.804022277639602,-29866488.0,10221504.2,494.5213468143819,0.0035809198186498303,0.003574523590315321,0.008324827373066515,1.77276611328125,6.187173966532441,495.40323424237414
2019-02-22,491.090576171875,499.6963482314504,490.5388101990573,497.6534669631564,8890708.0,493.0300918579102,,,494.12602156646585,494.9916495359463,-0.8656279694804425,-0.8468456796325871,-0.01878228984785546,9.939439983186556,45.00550424960456,18.983017284599455,47.518866825848384,-1.069055427940628,-81.01698271540054,504.37711172795525,493.0300918579102,481.6830719878651,4.602972539580912,0.4145363404555546,6.940771881475916,5.82089837367316,-38757196.0,10160461.0,494.50222561622473,-0.011555339778512308,-0.011622621528400054,0.008731809761075229,-5.741058349609375,9.157538032393063,493.7752448674609
2019-02-25,499.0623168945313,500.1307077924715,491.959354732252,491.959354732252,8140596.0,493.37525939941406,,,494.8854516169375,495.293180451397,-0.4077288344595331,-0.7590223105979763,0.3512934761384432,9.412788433512038,54.175562681358485,67.621797365451,47.215525884851694,0.12955456167190754,-32.37820263454899,505.0115849858373,493.37525939941406,481.7389338129908,4.717028413864189,0.7443665508015971,7.09072614855596,5.969309074742417,-30616600.0,10004379.0,494.5606588015628,0.01623272998801406,0.016102387873753208,0.009440587691111212,7.971740722656307,8.17135306021953,497.05079313975165
2019-02-26,495.598876953125,498.96840416590805,493.3565001037048,495.7397850801287,9607428.0,493.6863815307617,,,494.9952093609663,495.3158246367102,-0.3206152757438758,-0.6713409036271563,0.35072562788328043,8.923754851671415,50.25480794544404,46.48996437011419,44.36492634005487,-0.3117325504999304,-53.51003562988581,505.2106021049501,493.6863815307617,482.1621609565733,4.668640256373095,0.5829772135152828,6.991804051575286,5.911800416885819,-40224028.0,9716728.6,494.59791069209456,-0.006939894726890938,-0.00696408779282836,0.009490673201399949,-3.463439941406307,5.61190406220328,495.97459374091267
2019-02-27,491.2784423828125,498.8392701311798,490.3157039002316,496.8786521222033,7030092.0,494.0931869506836,,,494.423399056635,495.0167592845696,-0.5933602279346246,-0.6557447684886499,0.062384540554025314,8.780681921887174,45.80180209548309,20.129264213133172,44.74700864956611,-1.4321660115667811,-79.87073578686683,504.6321595618914,494.0931869506836,483.55421433947583,4.265985805734131,0.3664602010219788,7.1012156358162075,5.406378876158777,-47254120.0,9330093.8,494.5767251915874,-0.008717603633151771,-0.008755824229835662,0.009230580899380671,-4.3204345703125,8.523566230948177,493.4778054714079
