bank,title,description,content,url,source,author,publishedAt,urlToImage,text_for_sentiment,sentiment_compound,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label,date
Axis Bank,"Wakefit's Rs 1,300-crore IPO to open on December 8","The IPO comprises a fresh issue of equity shares aggregating up to ₹377 crore and an OFS of 4.67 crore shares by existing investors. Axis Capital, IIFL Capital Services, and Nomura Financial Advisory are the book-running lead managers to the issue.","(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]",https://economictimes.indiatimes.com/markets/ipos/fpos/wakefits-rs-1300-crore-ipo-to-open-on-december-8/articleshow/125730899.cms,The Times of India,ET Bureau,2025-12-03 00:23:57+00:00,"https://img.etimg.com/thumb/msid-125730897,width-1200,height-630,imgsize-170879,overlay-etmarkets/articleshow.jpg","Wakefit's Rs 1,300-crore IPO to open on December 8 The IPO comprises a fresh issue of equity shares aggregating up to ₹377 crore and an OFS of 4.67 crore shares by existing investors. Axis Capital, IIFL Capital Services, and Nomura Financial Advisory are the book-running lead managers to the issue.",0.6908,0.125,0.875,0.0,positive,2025-12-03
