Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,EMA_12,EMA_26,Volume_SMA_20,Daily_Return,High_Low_Pct
2025-10-09 00:00:00+05:30,423.6000061035156,430.3999938964844,420.260009765625,428.9200134277344,15827485,0.0,0.0,,0.0,0.0,0.0,,,,,,428.9200134277344,428.9200134277344,,,2.4127882489971735
2025-10-10 00:00:00+05:30,429.0,431.55999755859375,427.32000732421875,430.0199890136719,9681210,0.0,0.0,,0.024678939428156355,0.013710521904531307,0.010968417523625047,,,,,,429.5158335367839,429.4911545973557,,0.002564523807474073,0.9922283444964021
2025-10-13 00:00:00+05:30,427.20001220703125,431.20001220703125,426.760009765625,430.4200134277344,10600020,0.0,0.0,,0.04385060041994393,0.02606301309937254,0.01778758732057139,,,,,,429.86873515703934,429.8248845566194,,0.0009302460915363575,1.0403979613377277
2025-10-14 00:00:00+05:30,429.79998779296875,433.0,428.32000732421875,430.3599853515625,8022815,0.0,0.0,,0.04932828996112448,0.0339442044482045,0.015384085512919983,,,,,,430.0238036451668,429.9744753552057,,-0.00013946395218433771,1.092639287391193
2025-10-15 00:00:00+05:30,431.0,433.17999267578125,428.239990234375,429.9200134277344,11540535,0.0,0.0,,0.033758804442697965,0.03388905213814187,-0.00013024769544390385,,,,,,429.99560421403424,429.96184540959155,,-0.0010223346472807426,1.153559348509838
2025-10-16 00:00:00+05:30,430.5799865722656,442.9200134277344,430.44000244140625,441.0799865722656,33692100,0.0,0.0,,0.50097186491098,0.1604944637016009,0.3404774012093791,,,,,,432.6896922742734,432.1887204093624,,0.025958254549615534,2.899361331554441
2025-10-17 00:00:00+05:30,440.7799987792969,441.9800109863281,438.0799865722656,441.1600036621094,16706510,0.0,0.0,,0.7955959951469822,0.32122171834331514,0.47437427680366706,,,,,,434.57981262511083,433.78421662996385,,0.00018141174453556452,0.8902539567210183
2025-10-20 00:00:00+05:30,442.79998779296875,453.20001220703125,440.0400085449219,442.760009765625,15207085,0.0,0.0,,1.0564543768441013,0.49791195223426166,0.5585424246098396,,,,,,436.2868936860893,435.2304393092452,,0.0036268158723224975,2.990637988946845
2025-10-21 00:00:00+05:30,442.760009765625,443.9599914550781,437.3800048828125,439.3999938964844,1134020,0.0,0.0,,1.054316879157227,0.6264442506925432,0.4278726284646839,,,,,,436.9027757122006,435.84845883304337,,-0.007588797079752685,1.5044095520618517
2025-10-23 00:00:00+05:30,445.0,448.8800048828125,442.20001220703125,445.1199951171875,21496105,0.0,0.0,,1.332094992582995,0.7845509798453549,0.5475440127376401,,,,,,438.4599355958693,437.1278406032863,,0.013017754438227502,1.5106269767929768
