Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,EMA_12,EMA_26,Volume_SMA_20,Daily_Return,High_Low_Pct
2025-10-09 00:00:00+05:30,1178.0,1187.300048828125,1163.0999755859375,1167.4000244140625,7194651,0.0,0.0,,0.0,0.0,0.0,,,,,,1167.4000244140625,1167.4000244140625,,,2.0806528888452753
2025-10-10 00:00:00+05:30,1168.0,1191.699951171875,1165.199951171875,1180.4000244140625,6933035,0.0,0.0,,0.29166666666674246,0.16203703703707914,0.12962962962966332,,,,,,1174.441691080729,1174.1500244140623,,0.011135857228138146,2.2742877712403087
2025-10-13 00:00:00+05:30,1171.0,1193.5999755859375,1167.5,1189.5999755859375,4138448,0.0,0.0,,0.6569311606720021,0.36486249754319505,0.292068663128807,,,,,,1180.3579730238705,1179.7010418631985,,0.007793926619445557,2.2355439474036403
2025-10-14 00:00:00+05:30,1191.800048828125,1191.800048828125,1166.5999755859375,1176.800048828125,5742538,0.0,0.0,,0.34482441781892703,0.3580745301569254,-0.013250112337998388,,,,,,1179.234875400587,1178.8900509827681,,-0.010759857952676866,2.1601297590916277
2025-10-15 00:00:00+05:30,1180.0,1181.699951171875,1164.0,1169.5999755859375,6328142,0.0,0.0,,-0.11853662455450831,0.21629348698955464,-0.33483011154406295,,,,,,1176.6171075558539,1176.7356441804084,,-0.006118348864242007,1.5206143618449313
2025-10-16 00:00:00+05:30,1216.4000244140625,1216.9000244140625,1185.300048828125,1196.300048828125,17747171,0.0,0.0,,0.7468594094557375,0.36010635087252985,0.38675305858320763,,,,,,1181.401097800708,1180.6542383912522,,0.022828380471546783,2.6659895624892247
2025-10-17 00:00:00+05:30,1196.300048828125,1212.9000244140625,1191.5999755859375,1200.199951171875,6404414,0.0,0.0,,1.465654071318113,0.6398909855879091,0.8257630857302038,,,,,,1185.5959961583148,1184.1303420869967,,0.003259970061499473,1.7875167224345796
2025-10-20 00:00:00+05:30,1207.9000244140625,1231.699951171875,1207.0,1226.0,7418616,0.0,0.0,,3.1511075720698045,1.2433835547578842,1.9077240173119203,,,,,,1194.0276890088746,1190.8765814368048,,0.021496458821660402,2.0463919777858326
2025-10-21 00:00:00+05:30,1225.800048828125,1238.800048828125,1222.0,1237.300048828125,1940248,0.0,0.0,,4.830943537449457,2.072127708736489,2.758815828712968,,,,,,1202.5885019731045,1197.757558435655,,0.009217005569433168,1.3747994131035188
2025-10-23 00:00:00+05:30,1246.0,1276.0999755859375,1241.300048828125,1258.800048828125,14611221,0.0,0.0,,7.059740253519294,3.18964244927872,3.870097804240574,,,,,,1213.2405682558278,1206.1808280023085,,0.01737654501861785,2.803506435906942
