Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,EMA_12,EMA_26,Volume_SMA_20,Daily_Return,High_Low_Pct
2025-10-09 00:00:00+05:30,861.5999755859375,865.7999877929688,858.0999755859375,862.0999755859375,7020501,0.0,0.0,,0.0,0.0,0.0,,,,,,862.0999755859375,862.0999755859375,,,0.8973327614621409
2025-10-10 00:00:00+05:30,862.0999755859375,883.75,861.2999877929688,880.6500244140625,13713015,0.0,0.0,,0.4161869929387194,0.23121499607706633,0.18497199686165308,,,,,,872.1479187011719,871.7317317082332,,0.021517282627826484,2.6065264745397365
2025-10-13 00:00:00+05:30,879.0,888.0999755859375,876.0,882.9500122070312,11923143,0.0,0.0,,0.6016273204799063,0.38302332575036135,0.21860399472954495,,,,,,876.3639782912186,875.7623509707387,,0.002611693327890352,1.3812757518193493
2025-10-14 00:00:00+05:30,883.0,884.1500244140625,872.0999755859375,876.9500122070312,7681973,0.0,0.0,,0.4545971438564038,0.40726919909251663,0.047327944763887186,,,,,,876.5489662959658,876.0943691521094,,-0.006795401684181801,1.3817279171495147
2025-10-15 00:00:00+05:30,878.0999755859375,887.5,877.0499877929688,886.0999755859375,8269225,0.0,0.0,,0.7292308317391871,0.5030455058055908,0.2261853259335963,,,,,,879.1439413849669,878.4147105532277,,0.010433848282729752,1.191495621968815
2025-10-16 00:00:00+05:30,888.2999877929688,891.8499755859375,882.4500122070312,886.9500122070312,8493686,0.0,0.0,,0.9169638712277219,0.6152403962509165,0.3017234749768054,,,,,,881.0412272705884,880.1242633993606,,0.0009593010320665396,1.0652119948864514
2025-10-17 00:00:00+05:30,887.5,894.75,883.0,889.1500244140625,8511854,0.0,0.0,,1.121228775117629,0.7432925564004506,0.37793621871717853,,,,,,882.8506769826382,881.7294482075206,,0.0024804241239670954,1.3306908267270667
2025-10-20 00:00:00+05:30,894.5999755859375,913.6500244140625,891.0499877929688,907.5,13546463,0.0,0.0,,2.11288812131329,1.0724321258993126,1.0404559954139774,,,,,,887.9946107737296,885.8817226524163,,0.02063765965482589,2.5363376837108227
2025-10-21 00:00:00+05:30,908.0,910.0,906.4000244140625,907.8499755859375,1783576,0.0,0.0,,2.7848086402323133,1.4679995958539296,1.3168090443783838,,,,,,891.9227086450699,889.1379000048375,,0.0003856480285813202,0.397172935676462
2025-10-23 00:00:00+05:30,912.0,918.0,904.7999877929688,911.5499877929688,13382769,0.0,0.0,,3.4115204258202994,1.9034610829957441,1.5080593428245552,,,,,,895.6420704155645,892.2305499897442,,0.004075576699380523,1.4588873104683997
2025-10-24 00:00:00+05:30,910.9500122070312,914.0999755859375,900.9500122070312,904.5,5313227,0.0,0.0,,3.440956406706846,2.239856274673737,1.2011001320331087,,,,,,897.2628579497485,893.8219015430417,,-0.007734066027512143,1.4595663689146487
2025-10-27 00:00:00+05:30,906.9500122070312,928.0,906.0,922.75,9150761,0.0,0.0,,4.418213894071414,2.707676134529252,1.710537759542162,,,,,,901.794388135575,897.3761742415036,,0.020176893311221633,2.4282560706401766
2025-10-28 00:00:00+05:30,927.0999755859375,935.8499755859375,917.7000122070312,930.25,22066289,0.0,0.0,,5.508026369680465,3.3003275369695366,2.2076988327109284,,,,,,906.735363369223,901.2273369995426,,0.008127878623679141,1.9777664964018389
2025-10-29 00:00:00+05:30,933.9000244140625,942.0499877929688,930.25,939.75,12314222,0.0,0.0,87.4216985128012,6.802811385544146,4.033049771349698,2.769761614194448,,,,,,912.3567018892561,905.553890503712,,0.010212308519215174,1.2684749038396936
2025-10-30 00:00:00+05:30,939.4500122070312,944.9000244140625,933.0499877929688,934.3499755859375,13044473,0.0,0.0,83.09664857513837,7.37203020802292,4.725198683552153,2.646831524470767,,,,,,916.0409517451565,908.6689215371335,,-0.0057462350774807325,1.2700323429748668
2025-10-31 00:00:00+05:30,934.9000244140625,946.7000122070312,930.25,937.0,12078252,0.0,0.0,80.21446412114611,7.872014643432408,5.372789949168956,2.499224694263452,,,,,,919.504599722036,911.6325850786036,,0.0028362224897588995,1.7683431558216878
2025-11-03 00:00:00+05:30,938.75,953.4000244140625,937.5,949.7000122070312,11744735,0.0,0.0,82.19970297997529,8.941565971584282,6.10298774628706,2.838578225297222,,,,,,924.4383273415842,915.49676137,,0.013553908438667328,1.6960026041666667
2025-11-04 00:00:00+05:30,951.0,959.2999877929688,941.5,957.5999755859375,19154518,0.0,0.0,88.2046294202787,10.148992380454956,6.927033359181308,3.2219590212736486,,,,,,929.8054770848725,919.6564847044175,,0.008318377674385147,1.8905988096621085
2025-11-05 00:00:00+05:30,957.5999755859375,957.5999755859375,957.5999755859375,957.5999755859375,0,0.0,0.0,87.08505284858093,10.953466689311085,7.744095126230045,3.2093715630810404,,,,,,934.2682529529156,923.3147862636046,,0.0,0.0
2025-11-06 00:00:00+05:30,969.6500244140625,971.4000244140625,955.2999877929688,960.75,23088096,0.0,0.0,87.38600742934423,11.646667056343517,8.533713188699206,3.112953867644311,975.2634454426009,914.2999969482422,853.3365484538836,914.2999969482422,,938.4918785114468,926.8452114551033,11114038.9,0.0032894992631291586,1.6853383049119148
2025-11-07 00:00:00+05:30,958.75,964.8499755859375,944.0,955.8499755859375,13371323,0.0,0.0,82.88951435529675,11.718480167837583,9.176596133099231,2.5418840347383522,977.415464509043,918.9874969482422,860.5595293874414,918.9874969482422,,941.2448128018649,929.5263326340273,11431580.0,-0.005100207560824854,2.208683854442532
2025-11-10 00:00:00+05:30,956.0,963.2000122070312,949.0999755859375,951.1500244140625,7343249,0.0,0.0,74.8718087829416,11.319193397859863,9.608301005771985,1.710892392087878,979.6951847788658,922.5124969482422,865.3298091176185,922.5124969482422,,942.8083179122278,931.489124514368,11113091.7,-0.004917038543620689,1.4856218505736378
2025-11-11 00:00:00+05:30,953.5999755859375,954.9500122070312,945.0499877929688,953.2999877929688,8648917,0.0,0.0,75.3768946971313,11.021400975601523,9.892599200067746,1.128801775533777,981.5979861937618,926.029995727539,870.4620052613162,926.029995727539,,944.4577947014275,933.436393725826,10949380.4,0.002260383034979885,1.0475662178656406
2025-11-12 00:00:00+05:30,957.7000122070312,961.5499877929688,951.4000244140625,957.1500244140625,7043323,0.0,0.0,75.41807715468701,10.924702288501635,10.099999236736233,0.8247030517654022,982.1634666273645,930.0399963378907,877.9165260484168,930.0399963378907,,946.446533333761,935.5218310452593,10917447.9,0.004038641215140748,1.0668449777639322
2025-11-13 00:00:00+05:30,954.25,963.9500122070312,952.4500122070312,954.0,8894441,0.0,0.0,78.84613743003725,10.502106084929778,10.180725581884232,0.3213805030455461,982.2480726455622,933.4349975585938,884.6219224716253,933.4349975585938,,947.6267263031484,937.1246202182186,10948708.7,-0.003291045639361334,1.207412447121716
